Personalekategori,Løntrin,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
46 - Jurister/økonomer,AC basisløntrin 6,6.8,34106,0,7553,3925,3856,0,122,0,49562,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
46 - Jurister/økonomer,AC basisløntrin 8,33.3,36181,0,8207,4716,4672,0,312,0,54088,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
49 - Magistre,LR 35 (u.åremål),24.7,46938,0,9564,17,4878,103,844,0,62344,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
49 - Magistre,LR 36 (u.åremål),14.8,50522,0,10850,63,8351,0,957,0,70743,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
49 - Magistre,"AC basisløntrin 4, 2-årigt",11.4,29692,0,6780,335,6510,0,0,0,43318,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
49 - Magistre,AC basisløntrin 5,4.0,32001,0,7127,955,5684,0,625,0,46392,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
49 - Magistre,AC basisløntrin 6,9.0,34106,0,8263,2674,8678,0,833,0,54555,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
49 - Magistre,AC basisløntrin 8,31.5,36180,0,8309,3359,6317,0,331,0,54497,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
65 - Læreruddannede,Trin 1,9.1,40626,0,8751,1968,6728,0,780,0,58853,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
93 - Særligt aflønnede,Trin 0,5.0,49026,0,9972,3757,2444,1908,2250,0,69357,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
239 - IT-medarbejdere,"Løngruppe 2, Løntrin 5",20.7,32771,0,6725,768,5123,0,201,4,45593,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
239 - IT-medarbejdere,"Løngruppe 3, Løntrin 1",17.0,34245,0,8483,117,14607,53,588,0,58093,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
239 - IT-medarbejdere,"Løngruppe 4, Løntrin 1",6.0,35746,0,9307,79,18134,0,1042,3,64309,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
240 - Kontorfunktionærer,Trin 1,4.0,33745,0,6027,658,2770,0,931,5,44136,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
46 - Jurister/økonomer,LR 35 (u.åremål),3.9,46937,0,8885,0,1102,0,0,0,56924,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.43 - Danmarks Evalueringsinstitut,Andet
46 - Jurister/økonomer,LR 36 (u.åremål),3.9,50521,0,9841,0,2824,0,0,0,63186,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.43 - Danmarks Evalueringsinstitut,Andet
46 - Jurister/økonomer,AC basisløntrin 8,5.0,36181,0,7462,4253,1075,0,0,0,48971,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.43 - Danmarks Evalueringsinstitut,Andet
49 - Magistre,LR 36 (u.åremål),10.5,50522,0,9959,31,3451,0,0,0,63964,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.43 - Danmarks Evalueringsinstitut,Andet
49 - Magistre,AC basisløntrin 8,5.0,36180,0,8159,5403,4139,0,0,0,53881,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.43 - Danmarks Evalueringsinstitut,Andet
22 - Civiløkonomer,AC basisløntrin 7,18.7,34292,305,8232,4981,6037,66,187,0,54100,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
36 - Bygningskonstruktør,AC basisløntrin 7,10.0,34542,0,8779,166,11974,806,321,0,56589,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
38 - Bibliotekarer,AC basisløntrin 7,7.0,34542,0,7729,932,5737,98,0,10,49048,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
38 - Bibliotekarer,AC basisløntrin 8,5.0,36181,0,8157,6324,3004,0,122,0,53786,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
39 - Erhvervss.kandidater,AC basisløntrin 8,30.7,36181,0,8112,5606,2069,61,167,0,52195,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
43 - Arkitekter,AC basisløntrin 8,26.1,36181,0,8514,6638,3224,90,116,50,54812,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
44 - Ingeniører,LR 35 (u.åremål),4.0,47804,0,9351,98,2752,0,49,0,60055,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
44 - Ingeniører,"AC basisløntrin 4, 2-årigt",6.7,29692,0,6475,3935,1289,0,0,0,41392,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
44 - Ingeniører,AC basisløntrin 5,5.8,32001,0,7283,4288,2717,173,53,0,46514,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
44 - Ingeniører,AC basisløntrin 6,5.0,34106,0,7258,3423,1810,0,200,0,46796,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
44 - Ingeniører,AC basisløntrin 8,332.5,36075,141,8771,7693,3257,276,102,11,56325,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,Trin 1,5.0,47884,0,10156,189,7034,0,0,0,65263,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,AC basisløntrin 16 (Gl. løn),7.1,37995,1869,9140,9874,0,259,281,0,59417,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,LR 35 (u.åremål),35.2,47764,0,9902,339,4197,269,536,0,63008,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,LR 36 (u.åremål),14.5,52218,0,10169,404,3154,0,672,0,66616,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,"AC basisløntrin 4, 2-årigt",32.5,30691,0,6439,3421,1186,0,24,2,41763,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,AC basisløntrin 5,21.5,32001,0,6953,4292,1194,26,192,0,44659,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,AC basisløntrin 6,38.1,34106,0,7721,4490,2665,47,33,37,49099,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,AC basisløntrin 8,1008.5,35963,288,8596,7080,3002,210,89,14,55242,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,LR 35 (u.åremål),22.9,47478,0,9138,18,2357,159,182,0,59332,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,LR 36 (u.åremål),10.8,51819,0,10561,737,4026,742,77,0,67963,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,"AC basisløntrin 4, 2-årigt",23.0,29692,0,6233,2251,1765,86,49,0,40077,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,AC basisløntrin 5,18.6,32005,0,6476,2593,922,109,96,6,42207,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,AC basisløntrin 6,19.4,34106,0,7609,3858,3367,410,0,0,49350,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,AC basisløntrin 8,190.2,36181,0,8044,3572,3946,333,69,8,52152,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
50 - Tekniske funktionærer,Trin 1,9.1,27384,0,6359,552,7575,1168,110,0,43149,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
60 - Journalister,Løntrin 7,12.2,34476,0,7958,269,8222,84,69,0,51076,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
62 - Lærere AMU m.v.,Basisløntrin 2,5.0,27579,0,6962,3026,1562,4806,0,69,44005,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
62 - Lærere AMU m.v.,Basisløntrin 6,94.6,31184,54,7267,3903,3394,269,23,170,46264,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
62 - Lærere AMU m.v.,Basisløntrin 7,181.3,32136,0,7340,4544,1609,909,6,165,46710,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
65 - Læreruddannede,Trin 1,4.9,38471,0,9633,501,13356,415,0,0,62377,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
74 - Afdelingsleder/Udd.konsulent,Trin 1,59.6,37282,0,7249,746,5624,574,277,21,51774,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
84 - Farmaceuter,AC basisløntrin 8,7.5,36181,0,8636,7356,3185,162,0,0,55519,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
86 - Jordbrugsakademikere,AC basisløntrin 8,32.8,36180,0,8922,7178,4466,453,184,205,57589,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
88 - Lærere ved Gymnasieskoler,Trin 1,4.0,47884,0,9395,0,2709,304,27,0,60319,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
88 - Lærere ved Gymnasieskoler,Løntrin 2,24.5,29692,0,6508,5384,702,48,8,0,42342,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
88 - Lærere ved Gymnasieskoler,Løntrin 3,25.7,34163,0,7583,5551,1063,107,98,0,48565,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
88 - Lærere ved Gymnasieskoler,Løntrin 5,330.8,36173,9,8865,8390,3246,778,53,0,57514,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
89 - Magistre,Trin 1,12.0,47884,0,9346,389,2351,0,31,0,60000,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
89 - Magistre,AC basisløntrin 16 (Gl. løn),4.0,39493,0,8715,7641,0,0,328,0,56178,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
89 - Magistre,LR 35 (u.åremål),5.0,47870,0,9086,0,1316,0,333,0,58605,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
89 - Magistre,"AC basisløntrin 4, 2-årigt",115.1,29638,64,6362,3909,436,0,47,9,40465,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
89 - Magistre,AC basisløntrin 5,48.6,32001,0,7113,5060,592,81,39,18,44905,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
89 - Magistre,AC basisløntrin 6,85.8,34052,62,7453,4981,1030,158,42,1,47780,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
89 - Magistre,AC basisløntrin 8,1905.0,36087,123,8558,7302,2490,230,89,18,54897,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
93 - Særligt aflønnede,Trin 0,126.9,36718,83,6800,530,208,0,56,175,44570,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
103 - Særligt aflønnede,Trin 0,44.9,33724,0,5722,103,1414,7,26,159,41155,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
134 - Erhvervsvejledere,Trin 5,12.3,35099,0,7344,72,5411,0,0,26,47953,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"139 - Gartner, dyrepasser, skov/natu",Trin 1,5.5,26114,0,4698,0,3140,702,357,718,35728,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"139 - Gartner, dyrepasser, skov/natu",Trin 2,29.0,28708,0,5328,290,4410,850,52,342,39979,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
144 - Slagteriarbejdere,Trin 1,7.8,27841,0,5164,57,4932,242,0,-37,38200,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
172 - Lærlinge og elever,Trin 1,32.1,22208,0,3897,0,6,82,2,3,26197,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
172 - Lærlinge og elever,Trin 2,11.0,14808,0,2656,0,0,0,45,2,17511,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
172 - Lærlinge og elever,Trin 3,6.3,15906,0,3008,1014,0,0,0,0,19928,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"177 - Lærere og ledere, kommunal afl",Trin 31,7.0,32481,0,8686,0,9031,2776,0,664,53639,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
179 - Håndværkere og Teknikere,Trin 1,37.6,30316,0,6256,483,5373,429,131,0,42988,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
179 - Håndværkere og Teknikere,"Hovedstad, Løntrin 1",46.5,30316,0,6456,334,5967,1105,52,6,44236,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
179 - Håndværkere og Teknikere,"Provins, Løntrin 1",238.5,28945,23,6116,222,5578,1018,114,22,42039,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
193 - Socialrådgivere,Løntrin 2,5.0,31880,0,7013,475,3913,180,0,54,43515,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,Basisløntrin 1,56.6,26631,0,6465,3843,1524,2816,31,40,41350,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,Trin 1,68.7,43404,0,10344,4000,5386,2222,719,9,66083,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,Basisløntrin 2,91.0,27586,0,6667,3865,1782,1931,79,71,41981,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,Trin 2,107.9,39085,0,8661,2036,4535,498,39,60,54913,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,Basisløntrin 3,104.3,28484,0,6548,3788,1728,1035,77,108,41770,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,Trin 3,15.3,35823,370,8053,4932,1012,992,81,808,52072,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,Basisløntrin 4,112.1,29284,0,6775,3864,2032,913,175,60,43104,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,Trin 4,11.0,30528,0,6466,211,3524,410,0,124,41264,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,Basisløntrin 5,134.1,30325,0,6949,3822,2170,688,65,107,44126,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,Trin 5,6.0,31450,0,7544,745,8520,819,292,663,50033,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,Basisløntrin 6,168.3,31229,0,7047,4373,1830,561,63,76,45179,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,Basisløntrin 7,3438.6,32112,31,7524,4595,2829,593,128,147,47960,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,Basisløntrin 8,190.3,32889,279,8143,5882,3648,623,65,71,51600,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,"Løngrp. 2, Hovedstad, Løntrin 1",5.4,30310,0,7025,620,4413,1043,77,2689,46177,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,"Løngrp. 2, Provins, Løntrin 1",26.9,29219,0,6728,62,3847,885,163,2491,43395,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,"Løngrp. 3, Hovedstad, Løntrin 1",4.1,32357,0,8248,0,10469,0,0,0,51074,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,"Løngrp. 3, Provins, Løntrin 1",24.5,31222,214,7148,32,5239,9,238,1923,46025,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,"Løngrp. 4, Hovedstad, Løntrin 1",34.7,34267,0,7932,436,5899,796,0,8,49338,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,"Løngrp. 4, Provins, Løntrin 1",32.4,33721,0,7731,33,5524,1117,77,969,49173,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,"Løngrp. 5, Hovedstad, Løntrin 1",5.0,36428,0,8305,73,8726,0,0,1020,54553,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,"Løngrp. 5, Provins, Løntrin 1",61.3,36428,0,8331,127,6658,512,183,23,52260,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,"Løngrp. 6, Hovedstad, Løntrin 1",9.0,39157,0,8936,83,5637,2023,0,0,55835,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
206 - Tjenestemandslignende,"Løngrp. 6, Provins, Løntrin 1",23.6,39157,0,8839,318,8019,282,402,0,57016,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
211 - Tjenestemandslignende,Trin 1,14.6,46386,0,9407,4028,7817,719,963,0,69320,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
211 - Tjenestemandslignende,Trin 2,13.6,36682,0,6455,3446,198,513,46,154,47495,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
211 - Tjenestemandslignende,Trin 3,12.6,37207,0,7304,6314,1028,967,99,10,52929,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
211 - Tjenestemandslignende,Basisløntrin 7,77.5,32136,0,7386,6215,3611,713,219,109,50390,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
211 - Tjenestemandslignende,Basisløntrin 8,17.4,33105,0,8138,8042,5556,718,48,90,55696,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
221 - Køkkenmedhjælpere,Trin 1,30.1,23890,0,4116,3,777,262,42,399,29491,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
221 - Køkkenmedhjælpere,Trin 2,107.4,24464,0,4543,103,2432,269,58,386,32255,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
224 - Servicemedarbejdere,Trin 1,14.5,27333,0,5106,1081,4223,1029,140,35,38945,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
236 - Laboratoriefunktionærer,"Løngrp. 2, Sats II",3.4,29105,0,5771,71,5447,0,0,0,40395,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
236 - Laboratoriefunktionærer,"Løngrp. 3, Løntrin 1",5.6,31125,0,6085,44,4301,1248,0,16,42819,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
236 - Laboratoriefunktionærer,"Løngrp. 4, Løntrin 1",3.2,32880,0,6209,0,4630,0,0,0,43719,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
238 - IT-medarbejdere,"Løngruppe 2, Løntrin 1",5.0,27287,0,4810,44,1360,0,0,1,33502,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
