Personalekategori,Klasse/Lønramme,Løntrin,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 36 (u.åremål),201.8,50245,100,10030,20,6005,905,1677,3,68984,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 36 (pers.ledelse m.åremål),10.0,52706,0,14454,0,13278,13197,292,0,93925,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 36 (pers.ledelse u.åremål),120.8,52706,0,11088,128,10378,279,990,153,75722,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,"AC basisløntrin 4, 2-årigt",208.9,29173,19,5900,3718,655,742,444,0,40650,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 5,98.8,31461,0,6376,3685,1234,761,666,0,44183,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 6,96.5,33503,34,7130,4212,2172,1067,1282,0,49400,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 8,304.5,35523,53,7761,4965,3178,1190,1109,12,53793,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,84 - Bachelorer,LR 35 (u.åremål),6.0,46146,0,8730,0,2383,1363,0,0,58622,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,84 - Bachelorer,LR 36 (u.åremål),4.0,50332,0,9342,103,3037,0,250,0,63063,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,84 - Bachelorer,"AC basisløntrin 4, 2-årigt",5.0,29192,0,6628,3969,1646,0,597,0,42031,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,84 - Bachelorer,AC basisløntrin 6,4.0,33531,0,7691,3554,7688,0,313,0,52777,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,LR 37 (m.åremål),40.0,56575,0,13540,0,8318,11957,2980,163,93532,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,LR 37 (u.åremål),5.0,55313,0,13731,2147,20877,0,500,0,92568,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,LR 38 (m.åremål),11.0,60679,0,16585,0,16205,18483,0,0,111952,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,64 - Magistre,LR 35 (u.åremål),112.9,46381,0,8578,3,2391,227,234,4,57817,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,64 - Magistre,LR 36 (u.åremål),65.9,50085,0,9568,13,4498,192,382,18,64757,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,64 - Magistre,LR 36 (pers.ledelse u.åremål),20.0,52706,0,11027,53,10570,0,867,325,75548,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,64 - Magistre,"AC basisløntrin 4, 2-årigt",40.0,29192,0,6091,3581,2571,79,69,4,41587,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,64 - Magistre,AC basisløntrin 5,10.0,31461,0,6610,3756,3288,0,275,0,45390,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,64 - Magistre,AC basisløntrin 6,12.0,33531,0,6889,3886,2594,162,104,0,47167,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,64 - Magistre,AC basisløntrin 8,70.3,35502,76,7518,2949,4789,191,293,9,51327,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,65 - Psykologer,LR 35 (u.åremål),19.0,47422,0,8738,0,2520,0,311,0,58991,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,65 - Psykologer,LR 36 (u.åremål),20.7,49986,204,9393,34,3234,315,494,51,63712,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,65 - Psykologer,AC basisløntrin 8,5.0,35571,0,7384,3701,3746,0,250,0,50651,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,84 - Bachelorer,LR 35 (u.åremål),10.0,46587,0,8871,0,3665,468,375,0,59965,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,84 - Bachelorer,LR 36 (u.åremål),4.9,50152,0,10401,0,9488,0,256,0,70296,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,84 - Bachelorer,"AC basisløntrin 4, 2-årigt",3.9,29191,0,6960,2559,8465,0,317,0,47493,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,84 - Bachelorer,AC basisløntrin 6,4.9,33531,0,7398,3299,6152,0,253,0,50632,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
60 - Journalister,51 - Journalister,Løntrin 6,4.0,32640,0,8441,208,12795,358,313,0,54755,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
60 - Journalister,51 - Journalister,Løntrin 7,28.3,33482,0,9889,224,18424,1916,637,19,64591,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
103 - Særligt aflønnede,0 - Ingen klasse,Trin 0,191.8,36992,0,6168,3326,0,75,136,890,47586,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
175 - Daktyloskopit. og måleoperatør,51 - Daktyloskopiteknikere,Trin 2,10.0,27028,0,7193,34,9992,1207,167,441,46062,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
175 - Daktyloskopit. og måleoperatør,53 - Måleoperatører ATK,Trin 1,98.1,24740,0,4893,88,609,28,170,2387,32915,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
179 - Håndværkere og Teknikere,56 - Håndværker Dansk Metal,"Provins, Løntrin 1",5.0,28463,0,5930,351,10033,1283,0,239,46299,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
179 - Håndværkere og Teknikere,57 - Håndværker Dansk Metal,"Hovedstad, Løntrin 1",25.3,29805,0,6136,669,7064,1913,307,391,46284,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
179 - Håndværkere og Teknikere,59 - Håndværker Dansk El-Forb,"Hovedstad, Løntrin 1",8.0,29805,0,5509,0,10943,1036,245,93,47631,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
193 - Socialrådgivere,"57 - Socialrådgivere, basisstilling",Løntrin 2,22.0,30949,0,7179,21,6226,148,152,465,45139,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
193 - Socialrådgivere,58 - Konsulent og koord.soc.rådg.,Trin 1,19.0,33677,0,7699,0,7332,63,162,81,49015,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
201 - Tjenestemænd,36 - Tjenestemænd LR 36,Trin 1,46.5,48283,0,9185,12639,0,0,4094,72,74272,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
201 - Tjenestemænd,37 - Tjenestemænd LR 37,Trin 1,31.0,53329,0,11146,19524,0,0,2489,188,86675,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
201 - Tjenestemænd,"96 - Kontortjenstemænd, Politiet",Trin 5,81.6,30040,32,5515,358,3254,345,284,461,40289,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
201 - Tjenestemænd,"96 - Kontortjenstemænd, Politiet",Trin 6,87.6,31912,137,5953,943,3615,455,232,275,43521,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
201 - Tjenestemænd,"96 - Kontortjenstemænd, Politiet",Trin 7,27.9,34939,249,7213,1671,5411,1279,673,334,51770,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
201 - Tjenestemænd,"96 - Kontortjenstemænd, Politiet",Trin 8,21.0,37826,0,9027,1251,11444,1979,1016,239,62783,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
207 - Tjenestemænd (åremål),37 - Tjm. LR 37,Trin 1,13.0,53329,0,10767,8255,2770,10799,1498,921,88340,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
207 - Tjenestemænd (åremål),38 - Tjm. Lr 38,Trin 1,37.0,60679,0,12686,14576,3012,17973,99,282,109307,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
207 - Tjenestemænd (åremål),39 - Tjm. Lr 39,Trin 1,15.0,66623,0,15417,7970,21411,24164,222,376,136182,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
224 - Servicemedarbejdere,52 - Serviceteknikere,Trin 1,32.5,27887,78,4973,342,3633,959,141,656,38669,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
224 - Servicemedarbejdere,53 - Servicemedarbejdere,Trin 1,12.7,24687,0,3392,69,2056,0,0,887,31092,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
226 - Fagfotografer,56 - Fotografer,Trin 2,4.0,28539,0,5655,217,7622,0,208,259,42500,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,51 - IT-medarbejdere - løngruppe 2,"Løngruppe 2, Løntrin 1",4.0,26827,0,4891,0,8560,0,0,79,40356,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,51 - IT-medarbejdere - løngruppe 2,"Løngruppe 2, Løntrin 2",10.2,28168,0,5033,152,8240,0,0,471,42065,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,51 - IT-medarbejdere - løngruppe 2,"Løngruppe 2, Løntrin 3",13.1,29510,0,5347,206,5330,0,625,910,41928,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,51 - IT-medarbejdere - løngruppe 2,"Løngruppe 2, Løntrin 4",5.4,30583,0,3835,0,2801,0,0,18,37236,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,51 - IT-medarbejdere - løngruppe 2,"Løngruppe 2, Løntrin 5",95.0,32173,56,5766,131,6032,234,432,329,45153,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,55 - IT-medarbejdere - løngruppe 3,"Løngruppe 3, Løntrin 1",198.6,33549,174,7049,226,13309,219,801,224,55551,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,56 - IT-medarbejdere - løngruppe 4,"Løngruppe 4, Løntrin 1",45.1,35080,90,8112,108,17644,972,666,142,62814,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,35 - Studerende             (HK),Trin 1,11.9,20003,0,1809,4,0,0,0,106,21922,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,35 - Studerende             (HK),Trin 2,56.6,20007,0,2042,121,0,0,0,147,22317,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,35 - Studerende             (HK),Trin 3,52.4,20164,0,2371,213,0,0,0,215,22962,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,35 - Studerende             (HK),Trin 4,31.4,20307,0,2431,240,0,0,0,122,23101,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,35 - Studerende             (HK),Trin 5,28.0,20995,0,2622,217,0,0,0,214,24048,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,70 - Løngrp1:Hovedst u.erhv.udd.,"Løngrp. 1, Hovedstad, Løntrin 2",12.0,24399,0,3472,24,2815,269,149,482,31609,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,"Løngrp. 3, Hovedstad, Løntrin 1",551.2,30582,44,5050,73,2201,226,142,600,38920,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,"Løngrp. 3, Hovedstad, Løntrin 2",197.8,32278,58,5871,167,5358,403,179,175,44489,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,"Løngrp. 3, Hovedstad, Løntrin 3",44.5,34845,353,6673,46,7377,552,444,179,50469,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,"Løngrp. 3, Hovedstad, Løntrin 4",27.4,37826,0,8216,78,15645,285,402,135,62588,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 1",337.5,29697,0,4975,211,732,382,208,342,36547,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 2",100.4,31747,45,5375,175,1316,628,249,303,39838,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 3",38.4,35143,0,6626,717,5390,164,180,268,48489,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 4",24.9,37826,0,7243,30,8783,325,869,232,55307,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,82 - Elever i provinsen,Trin 3,8.0,15762,0,1123,152,0,0,0,20,17057,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,82 - Elever i provinsen,Trin 4,8.9,17039,0,2342,0,0,0,0,43,19425,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,83 - Elever i hovedstaden,Trin 3,11.0,15762,0,758,0,0,0,0,9,16528,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,83 - Elever i hovedstaden,Trin 4,10.6,17039,0,2229,0,0,0,0,19,19287,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,84 - Voksenelever I Provinsen,Trin 1,28.8,22570,0,2915,0,0,0,48,64,25596,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,85 - Voksenelever i Hovedstaden,Trin 1,19.0,22803,0,2738,0,0,0,0,12,25553,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,"Løngrp. 2, Hovedstad, Sats I",16.9,27171,226,4186,9,388,76,79,435,32571,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,"Løngrp. 2, Hovedstad, Sats II",254.0,29243,10,4548,23,1002,225,72,1092,36215,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,89 - Løngruppe 2 - provins,"Løngrp. 2, Provins, Sats I",21.5,26317,0,3943,10,1006,269,104,547,32197,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,89 - Løngruppe 2 - provins,"Løngrp. 2, Provins, Sats II",516.0,28179,0,4423,46,369,116,163,453,33748,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
249 - Politikadetter,51 - Politikadetter,Trin 1,198.3,27018,0,4361,1,0,10,99,3334,34822,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
252 - Vagtfunktionærer,54 - Løngruppe II,Løngruppe II,5.0,25217,0,5765,11573,323,0,0,328,43206,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,1 - Løngruppe 1,Trin 1,435.5,28720,0,4155,0,0,0,0,1132,34007,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"2 - Løngruppe 2, sats 1",Trin 1,1994.0,30368,16,4645,266,0,0,212,3479,38986,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"3 - Løngruppe 2, sats 2",Trin 1,2060.2,32236,35,5113,1229,0,0,473,3317,42403,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"4 - Løngruppe 2, sats 3",Trin 1,1490.5,33716,32,5719,3317,0,0,531,2568,45883,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"5 - Løngruppe 2, sats 3a",Trin 1,1732.1,34768,36,6212,4605,0,0,558,2293,48472,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"6 - løngruppe 2, sats 4",Trin 1,15.0,37013,0,7479,9453,0,0,506,648,55098,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"7 - Løngruppe 2, sats 4a",Trin 1,651.7,37013,0,6252,2659,0,17,530,2230,48701,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"8 - Løngruppe 2, sats 4b",Trin 1,13.0,35830,0,6094,3070,0,0,660,1965,47619,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"9 - Løngruppe 2, sats 4c",Trin 1,350.1,36973,43,6383,3009,0,0,430,2045,48883,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"10 - Løngruppe 3, sats 1",Trin 1,15.7,37013,0,6513,5681,0,0,298,1431,50935,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"12 - Løngruppe 3, sats 1b",Trin 1,8.5,37834,0,6707,5941,0,0,1701,745,52928,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"13 - Løngruppe 3, sats 2",Trin 1,307.3,38634,47,6423,2820,0,0,576,1529,50030,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,"15 - Løngruppe 3, sats 3",Trin 1,402.1,40215,235,6837,3536,0,0,711,932,52465,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,31 - Lønramme 31,Trin 3,4.0,38678,0,6652,3124,0,0,167,2591,51213,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,32 - Lønramme 32,Trin 2,6.0,39546,0,7888,6758,0,0,278,375,54844,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,33 - Lønramme 33,Trin 1,707.4,40385,56,7267,5182,0,0,767,3395,57050,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,35 - Lønramme 35,Trin 1,161.7,45135,0,8538,8891,317,0,2218,5828,70927,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,36 - Lønramme 36,Trin 1,50.0,48283,0,10656,17831,921,0,1395,7299,86384,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,37 - Lønramme 37,Trin 1,19.0,53329,0,11334,16874,0,0,2007,9763,93307,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
