Personalekategori,Stilling,Løntrin,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
46 - Jurister/økonomer,Chefkonsulent,LR 36 (u.åremål),16.9,50522,0,11054,2112,7432,0,4892,0,76012,"2026, 1. kvt.",§10 - Økonomiministeriet,§10.11.01 - Departementet,Departement
46 - Jurister/økonomer,Fuldmægtig,"AC basisløntrin 4, 2-årigt",5.0,29692,0,6041,3820,0,0,1708,0,41262,"2026, 1. kvt.",§10 - Økonomiministeriet,§10.11.01 - Departementet,Departement
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 5,6.0,32001,0,6719,3820,1442,0,2569,0,46551,"2026, 1. kvt.",§10 - Økonomiministeriet,§10.11.01 - Departementet,Departement
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 6,4.0,34106,0,7395,4362,2704,0,2396,0,50963,"2026, 1. kvt.",§10 - Økonomiministeriet,§10.11.01 - Departementet,Departement
46 - Jurister/økonomer,Kontorchef,LR 37 (m.åremål),4.0,56605,0,14062,6117,0,14001,7500,0,98285,"2026, 1. kvt.",§10 - Økonomiministeriet,§10.11.01 - Departementet,Departement
46 - Jurister/økonomer,Specialkonsulent,LR 35 (u.åremål),11.0,46938,0,9750,2082,3840,0,3352,0,65962,"2026, 1. kvt.",§10 - Økonomiministeriet,§10.11.01 - Departementet,Departement
46 - Jurister/økonomer,Chefkonsulent,LR 36 (u.åremål),7.0,50522,0,10977,0,9129,0,1310,0,71938,"2026, 1. kvt.",§10 - Økonomiministeriet,§10.11.09 - De Økonomiske Råd,Andet
46 - Jurister/økonomer,Specialkonsulent,LR 35 (u.åremål),7.9,46938,0,8986,0,1677,0,1324,0,58925,"2026, 1. kvt.",§10 - Økonomiministeriet,§10.11.09 - De Økonomiske Råd,Andet
46 - Jurister/økonomer,Afdelingschef,LR 39 (m.åremål),6.0,82992,0,22221,5149,10112,24097,0,0,144570,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,Chefkons. m. personaleledelse,LR 36 (pers.ledelse u.åremål),3.5,53609,0,11988,0,9361,2223,714,0,77895,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,Chefkonsulent,LR 36 (u.åremål),40.6,50560,0,11390,1928,4256,4884,1355,0,74374,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,Fuldmægtig,"AC basisløntrin 4, 2-årigt",42.7,29569,0,6546,5565,1505,0,48,0,43234,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 5,23.0,32001,0,7250,4251,3954,149,750,0,48355,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 6,8.3,34106,0,8708,6440,4363,427,0,0,54045,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 8,18.0,36181,0,8495,4981,5088,1330,0,0,56075,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,Kontorchef,LR 37 (m.åremål),14.5,58667,0,15075,0,13295,10679,688,0,98404,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,Specialkonsulent,LR 35 (u.åremål),46.0,46662,305,9750,1628,1492,2773,806,0,63415,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
93 - Særligt aflønnede,'-,Trin 0,15.0,21685,0,2223,0,0,0,0,0,23908,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
240 - Kontorfunktionærer,Kontorfuldmægtig,"Løngrp. 3, Hovedstad, Løntrin 1",7.9,31148,0,6160,725,4735,635,127,3,43533,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
240 - Kontorfunktionærer,Studentermedhjælper,Trin 4,4.0,21274,0,3050,110,0,0,249,0,24682,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
240 - Kontorfunktionærer,Studentermedhjælper,Trin 5,6.5,22153,0,3264,65,0,0,0,0,25483,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,Fuldmægtig,"AC basisløntrin 4, 2-årigt",18.0,29692,0,6065,3820,133,0,0,0,39711,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 5,12.3,32001,0,6693,4068,1063,0,0,0,43825,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 6,6.8,34106,0,7158,4282,1417,0,0,0,46963,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 8,21.4,36089,102,7912,4601,2714,159,0,0,51577,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
46 - Jurister/økonomer,Souschef,LR 36 (u.åremål),4.0,51007,0,10732,0,6246,1041,313,0,69338,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
46 - Jurister/økonomer,Specialkonsulent,LR 35 (u.åremål),12.1,46938,0,8560,21,1892,0,152,0,57561,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 3, Provins, Løntrin 1",12.9,29890,349,5476,0,2738,0,65,0,38518,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 2, Provins, Sats II",7.8,28662,0,4846,0,358,0,107,0,33973,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
46 - Jurister/økonomer,Chefkonsulent,LR 36 (u.åremål),4.0,50522,0,10982,0,9156,1460,417,0,72536,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.51 - Politiklagemyndigheden og Bevismiddeltilsynet,Andet
46 - Jurister/økonomer,Specialkonsulent,LR 35 (u.åremål),5.0,46938,0,9377,0,3477,1160,133,0,61085,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.51 - Politiklagemyndigheden og Bevismiddeltilsynet,Andet
303 - Polititjenestemænd,Seniorefterforsker,Trin 1,9.0,41131,0,8679,12236,0,0,93,0,62139,"2026, 1. kvt.",§11 - Justitsministeriet,§11.11.51 - Politiklagemyndigheden og Bevismiddeltilsynet,Andet
22 - Civiløkonomer,Chefkonsulent,LR 36 (u.åremål),8.0,51531,0,10452,1346,4900,0,642,4,68875,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
22 - Civiløkonomer,Specialkonsulent,LR 35 (u.åremål),7.0,47258,0,9324,176,2684,387,0,0,59828,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
35 - Fysioterapeuter,Fysioterapeut,AC basisløntrin 7,5.0,34542,0,8216,2362,7609,0,0,0,52730,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
36 - Bygningskonstruktør,Bygningskonstruktør,AC basisløntrin 7,5.0,34542,0,7904,2048,6637,0,0,0,51132,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
38 - Bibliotekarer,Specialkonsulent,LR 35 (u.åremål),4.0,47144,0,9032,0,1746,0,208,0,58131,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
39 - Erhvervss.kandidater,Chefkonsulent,LR 36 (u.åremål),7.0,51674,0,11104,515,7690,922,1263,1,73170,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
39 - Erhvervss.kandidater,Specialkonsulent,LR 35 (u.åremål),12.6,47115,0,9348,0,1783,1704,300,91,60342,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,Bilinspektør (C.ing),LR 35 (u.åremål),6.0,47311,0,10301,76,8523,0,139,111,66461,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,Chefkonsulent,LR 36 (u.åremål),32.7,50605,0,10732,96,7145,440,303,4,69324,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,Fuldmægtig,"AC basisløntrin 4, 2-årigt",4.0,29692,0,7632,2865,9468,0,0,0,49657,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,Fuldmægtig,AC basisløntrin 5,4.0,32001,0,8120,3820,9194,0,604,0,53739,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,IT-specialist,"AC basisløntrin 4, 2-årigt",4.0,29692,0,7767,0,12195,0,250,0,49904,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,Sektionsleder,LR 36 (pers.ledelse u.åremål),6.0,53609,0,12749,91,15760,0,1528,0,83737,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,Specialkonsulent,LR 35 (u.åremål),31.7,47303,245,9887,101,5008,276,337,23,63180,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Advokaturchef,LR 37 (m.åremål),22.0,58294,0,14233,0,6999,12375,3634,0,95534,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Afdelingschef,LR 38 (m.åremål),6.0,64855,0,18496,0,17801,18670,625,0,120447,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Afdelingsleder,LR 36 (pers.ledelse u.åremål),5.0,53609,0,12272,657,11167,1387,2167,0,81258,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Analytiker,LR 35 (u.åremål),10.9,47533,0,9155,0,1796,229,428,0,59142,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Analytiker,AC basisløntrin 5,6.1,31296,777,6691,3736,1299,0,204,0,44003,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Analytiker,AC basisløntrin 6,7.0,34106,0,7753,4284,4296,446,238,0,51124,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Analytiker,AC basisløntrin 8,16.1,36180,0,8147,4950,3525,790,135,0,53728,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Anklager,LR 35 (u.åremål),17.0,47597,0,8925,0,327,370,485,39,57742,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Anklager,AC basisløntrin 6,46.0,34106,0,7515,4388,1763,1588,2226,251,51837,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Anklager,AC basisløntrin 8,130.1,36181,0,8284,4958,2186,2396,1415,155,55576,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Anklagerfuldmægtig,AC basisløntrin 1,12.0,27169,0,5610,3820,0,136,0,0,36735,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Anklagerfuldmægtig,"AC basisløntrin 4, 2-årigt",127.1,29692,0,6258,3825,37,933,354,86,41186,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Anklagerfuldmægtig,AC basisløntrin 5,43.0,32001,0,6744,3820,114,1468,1099,302,45548,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Anklagerfuldmægtig,AC basisløntrin 6,21.0,34106,0,7243,4362,392,1469,575,135,48282,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Anklagerfuldmægtig,AC basisløntrin 8,46.9,36181,0,8170,5021,816,1774,590,122,52673,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Centerchef,LR 36 (pers.ledelse m.åremål),11.0,53609,0,14817,0,13928,13366,1591,0,97311,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Centerchef,LR 36 (pers.ledelse u.åremål),8.0,53609,0,13291,0,18337,510,938,0,86684,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Centerchef,LR 37 (m.åremål),12.0,57576,0,14856,53,11045,12444,1147,-11,97109,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Centerchef,LR 37 (u.åremål),5.0,57429,0,14681,2184,18649,2010,0,0,94953,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Chefkonsulent,LR 36 (u.åremål),174.7,50934,252,10462,174,4821,543,537,0,67722,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Chefkonsulent,LR 36 (pers.ledelse u.åremål),10.0,53609,0,12462,1470,12788,0,1684,0,82013,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Faglærer,AC basisløntrin 8,4.0,36181,0,8221,0,8217,0,0,0,52618,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Fuldmægtig,"AC basisløntrin 4, 2-årigt",67.9,29657,39,6316,3822,1500,27,243,0,41603,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 5,41.0,31895,111,7001,3820,2534,0,167,0,45528,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 6,34.9,34106,0,7512,4346,3357,0,283,0,49604,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 8,76.4,36181,0,8121,4648,3694,194,228,1,53066,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Juridisk Konsulent,"AC basisløntrin 4, 2-årigt",3.4,29692,0,7037,3820,158,0,77,0,40785,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Juridisk Konsulent,AC basisløntrin 8,6.7,36180,0,8038,5397,3265,0,813,0,53692,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Konsulent,AC basisløntrin 8,6.0,36181,0,7806,5115,2387,0,139,0,51628,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Sekretariatschef,LR 37 (m.åremål),5.0,57951,0,15067,0,10951,13382,2521,1494,101366,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Sektionsleder,LR 36 (pers.ledelse u.åremål),88.0,53609,0,11806,121,10392,118,1737,123,77906,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Senioranklager,LR 35 (u.åremål),34.6,48418,144,10113,67,5119,496,3010,104,67471,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Senioranklager,LR 36 (u.åremål),12.8,50942,0,11097,79,6685,2230,4684,127,75844,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Senioranklager,AC basisløntrin 8,48.1,36181,0,9176,6177,7690,409,2292,121,62046,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Specialanklager,LR 35 (u.åremål),75.2,48381,359,10640,31,7640,1327,3768,84,72229,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Specialanklager,LR 36 (u.åremål),72.6,51121,190,11412,35,8726,1982,3712,64,77241,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Specialkonsulent,LR 35 (u.åremål),300.7,47403,0,9251,12,2447,193,428,7,59742,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Økonomichef,LR 36 (pers.ledelse u.åremål),7.0,53609,0,13343,0,14790,0,952,0,82694,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Analytiker,AC basisløntrin 5,6.0,32001,0,7170,3911,3878,0,389,0,47348,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Analytiker,AC basisløntrin 8,6.8,35457,777,8089,5112,3860,0,123,0,53419,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Chefkonsulent,LR 36 (u.åremål),107.7,50933,0,10317,26,4781,99,450,0,66606,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Faglærer,AC basisløntrin 8,3.9,36181,0,8251,0,8360,0,532,0,53323,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Fuldmægtig,"AC basisløntrin 4, 2-årigt",20.0,29692,0,6448,3683,2345,0,96,39,42303,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Fuldmægtig,AC basisløntrin 5,15.0,32001,0,7077,3856,3400,0,222,0,46557,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Fuldmægtig,AC basisløntrin 6,12.0,34106,0,7728,4215,4379,269,104,0,50801,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Fuldmægtig,AC basisløntrin 8,30.1,36181,0,8250,4841,3605,214,423,1,53515,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Psykolog,LR 35 (u.åremål),5.0,49178,0,9919,102,4516,0,533,0,64248,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Psykolog,LR 36 (u.åremål),7.6,50522,0,10282,271,4794,214,240,0,66322,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Sektionsleder,LR 36 (pers.ledelse u.åremål),20.0,53609,0,11402,0,8310,82,458,0,73861,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Specialkonsulent,LR 35 (u.åremål),130.5,47241,0,9218,56,2232,159,249,0,59155,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Tekniker,AC basisløntrin 8,7.0,36181,0,8212,0,7725,446,0,0,52565,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Underviser,AC basisløntrin 8,7.0,36181,0,8220,0,8213,0,417,0,53031,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
54 - Maskinmestre,Maskinmester,Trin 1,3.9,33426,0,9973,0,20266,0,256,35,63957,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
60 - Journalister,Analytiker,Løntrin 7,4.0,34476,0,9668,324,16934,929,521,0,62851,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
60 - Journalister,Kommunikationskonsulent,Løntrin 7,8.0,34476,0,9685,208,17400,1263,281,0,63314,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
60 - Journalister,Kommunikationsrådgiver,Løntrin 7,6.0,34476,0,10063,290,16685,3350,0,0,64863,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
103 - Særligt aflønnede,Chefkonsulent,Trin 0,12.1,49841,565,9780,5163,0,0,428,0,65777,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
103 - Særligt aflønnede,Konsulent,Trin 0,68.9,36664,0,5903,1632,0,0,185,72,44456,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
103 - Særligt aflønnede,Operatør,Trin 0,41.8,30916,0,3936,1169,0,0,131,3491,39643,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
103 - Særligt aflønnede,Sagsbehandler,Trin 0,3.5,31215,0,4859,3857,0,0,289,56,40277,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
103 - Særligt aflønnede,Specialkonsulent,Trin 0,9.9,48069,0,8697,2200,0,0,168,11,59144,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
103 - Særligt aflønnede,Våbentekniker,Trin 0,4.0,31433,0,5614,4510,0,0,0,213,41771,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
172 - Lærlinge og elever,EFG-elev,Trin 1,4.0,19972,0,3461,0,0,0,0,29,23463,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
175 - Daktyloskopit. og måleoperatør,Daktyloskopitekniker,Trin 2,10.0,34621,0,7642,35,4064,1145,142,492,48140,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
175 - Daktyloskopit. og måleoperatør,Operatør,Trin 1,98.5,25332,0,5157,165,807,37,193,2570,34262,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
179 - Håndværkere og Teknikere,Elektriker,"Hovedstad, Løntrin 1",3.4,30316,0,7100,0,11288,0,396,115,49215,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
179 - Håndværkere og Teknikere,Elektroniktekniker,"Hovedstad, Løntrin 1",4.0,30316,0,6751,0,9158,0,208,14,46447,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
179 - Håndværkere og Teknikere,Håndværker,"Hovedstad, Løntrin 1",7.3,30316,0,7375,50,10006,2849,138,542,51276,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
179 - Håndværkere og Teknikere,Våbenmekaniker,"Hovedstad, Løntrin 1",8.0,30316,0,6821,0,9046,537,417,241,47378,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
193 - Socialrådgivere,Konsulent,Trin 1,8.0,32782,0,7802,64,7893,0,417,545,49503,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
193 - Socialrådgivere,Socialrådgiver,Trin 1,12.0,34338,0,8130,0,8047,136,292,73,51016,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
193 - Socialrådgivere,Socialrådgiver,Løntrin 2,17.0,31881,0,7531,49,7261,73,176,307,47278,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
201 - Tjenestemænd,Advokaturchef,Trin 1,16.0,54244,0,11347,20255,0,0,3751,0,89596,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
201 - Tjenestemænd,Konsulent,Trin 6,24.6,32918,131,6648,835,7061,147,398,387,48524,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
201 - Tjenestemænd,Konsulent,Trin 7,11.8,35974,0,7256,1256,5754,830,338,47,51454,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
