Personalekategori,Stilling,Løntrin,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
240 - Kontorfunktionærer,Studentermedhjælper,Trin 1,3.0,21917,0,3610,419,0,0,0,0,25946,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.01 - Departementet,Departement
43 - Arkitekter,Chefkonsulent,LR 36 (u.åremål),7.8,50522,0,10987,109,9050,0,373,0,71042,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
43 - Arkitekter,Fuldmægtig,"AC basisløntrin 4, 2-årigt",3.0,29614,0,6119,3785,402,0,0,0,39920,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
43 - Arkitekter,Fuldmægtig,AC basisløntrin 8,9.8,36181,0,8046,5039,3745,0,680,0,53691,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
43 - Arkitekter,Specialkonsulent,LR 35 (u.åremål),16.6,46981,0,9668,81,4142,0,236,0,61109,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
44 - Ingeniører,Specialkonsulent,LR 35 (u.åremål),5.0,46938,0,9637,87,5211,0,0,0,61873,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
46 - Jurister/økonomer,Chefkonsulent,LR 36 (u.åremål),16.9,50681,0,10835,28,7920,0,808,0,70272,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
46 - Jurister/økonomer,Enhedschef,LR 37 (m.åremål),7.0,56605,0,14541,8875,0,13892,3869,0,97782,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
46 - Jurister/økonomer,Fuldmægtig,"AC basisløntrin 4, 2-årigt",6.1,29488,0,6047,3727,396,0,108,0,39767,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 5,5.0,32001,0,6789,3820,1832,0,167,0,44609,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 6,5.0,34106,0,7607,5128,3346,0,450,0,50636,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 8,17.8,36181,0,7998,5126,3425,0,529,0,53259,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
46 - Jurister/økonomer,Specialkonsulent,LR 35 (u.åremål),14.8,46938,0,9280,30,3278,0,354,0,59881,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
49 - Magistre,Chefkonsulent,LR 36 (u.åremål),8.0,50522,0,10560,1448,5375,0,1177,0,69083,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
49 - Magistre,Enhedschef,LR 37 (m.åremål),4.0,56605,0,14436,8359,0,13832,4375,0,97607,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
49 - Magistre,Fuldmægtig,"AC basisløntrin 4, 2-årigt",6.0,29692,0,6078,3820,203,0,167,0,39960,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
49 - Magistre,Fuldmægtig,AC basisløntrin 5,6.8,32001,0,6752,3820,1598,0,306,0,44478,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
49 - Magistre,Fuldmægtig,AC basisløntrin 6,5.0,34106,0,7278,4253,2132,0,750,0,48519,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
49 - Magistre,Fuldmægtig,AC basisløntrin 8,38.7,36181,0,8106,5057,3606,0,366,0,53315,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
49 - Magistre,Specialkonsulent,LR 35 (u.åremål),26.8,46938,0,9255,46,3130,0,432,0,59801,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
139 - Gartnere og gartneriarbejdere,Gartner,Trin 2,15.8,28918,0,5029,32,3239,0,343,1789,39349,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
139 - Gartnere og gartneriarbejdere,Voksenelev,Trin 1,4.0,26831,0,4223,0,0,0,0,38,31092,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
179 - Håndværkere og Teknikere,Ejendomstekniker,Trin 1,4.0,30316,0,6938,163,10125,0,667,79,48287,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
179 - Håndværkere og Teknikere,Ejendomstekniker,"Hovedstad, Løntrin 1",18.9,30316,0,6989,622,9964,0,468,4587,52945,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
240 - Kontorfunktionærer,Kontorfuldmægtig,"Løngrp. 3, Hovedstad, Løntrin 3",3.9,35745,0,6926,86,6204,0,634,0,49595,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 3, Hovedstad, Løntrin 1",6.0,31148,0,5992,0,5066,0,208,0,42415,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 3, Hovedstad, Løntrin 2",17.0,32881,0,6189,18,4543,0,343,126,44100,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 3, Hovedstad, Løntrin 3",5.9,35746,0,7045,59,6968,0,524,13,50356,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
240 - Kontorfunktionærer,Studentermedhjælper,Trin 1,10.3,21423,0,3425,0,0,0,0,9,24857,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
252 - Vagtfunktionærer,Vagtfunktionær,Løngruppe II,30.0,25946,0,4597,46,3336,0,317,3390,37631,"2025, 4. kvt.",§21 - Kulturministeriet,§21.11.11 - Slots- og Kulturstyrelsen,Styrelse
43 - Arkitekter,Akademisk medarbejder,AC basisløntrin 8,4.0,36181,0,7489,1483,3144,0,0,0,48297,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
46 - Jurister/økonomer,Chefkons. m. personaleledelse,LR 36 (pers.ledelse u.åremål),5.0,53609,0,11445,0,8634,0,0,0,73688,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
46 - Jurister/økonomer,Chefkonsulent,LR 36 (u.åremål),8.5,50686,0,10732,0,7429,165,0,0,69011,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
46 - Jurister/økonomer,Specialkonsulent,LR 35 (u.åremål),12.0,47125,0,9600,33,4876,0,0,0,61634,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
49 - Magistre,Akademisk medarbejder,AC basisløntrin 6,6.0,34108,0,8189,345,9805,0,0,0,52447,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
49 - Magistre,Akademisk medarbejder,AC basisløntrin 8,18.0,36181,0,7978,1031,6148,0,0,0,51337,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
103 - Særligt aflønnede,Administrationschef,Trin 0,4.0,63561,0,11155,3003,0,0,0,0,77719,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
103 - Særligt aflønnede,Afdelingsleder,Trin 0,4.0,47205,0,7279,0,0,0,0,0,54484,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
103 - Særligt aflønnede,Instruktør,Trin 0,6.0,48249,0,5585,0,0,0,0,0,53834,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
103 - Særligt aflønnede,Kostumiere,Trin 0,6.0,43776,0,6764,0,0,0,0,0,50541,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
103 - Særligt aflønnede,Producent,Trin 0,6.0,49443,0,7855,461,0,0,0,0,57760,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
103 - Særligt aflønnede,Pædagog,Trin 0,3.5,36245,0,5298,0,0,0,0,0,41543,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
103 - Særligt aflønnede,Scenechef,Trin 0,3.0,53491,0,8190,0,0,0,1382,0,63063,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
103 - Særligt aflønnede,Scenemester,Trin 0,11.1,43038,0,6991,2601,0,0,0,22,52652,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
155 - Sceneteknikere,Elev,Trin 1,4.0,15757,0,2551,1301,0,0,0,25,19634,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
155 - Sceneteknikere,Scenetekniker,Trin 1,8.8,29744,0,4173,3082,0,0,37,170,37206,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
155 - Sceneteknikere,Scenetekniker,Trin 2,13.0,30399,0,4329,3994,0,0,221,343,39285,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
155 - Sceneteknikere,Scenetekniker,Trin 4,7.3,31906,0,4608,3551,0,0,113,219,40397,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
155 - Sceneteknikere,Scenetekniker,Trin 5,127.2,33349,0,4917,4650,0,0,305,298,43519,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
156 - Teaterteknikere,Forestillingsleder,Trin 1,12.0,31749,0,5898,6625,3751,645,400,0,49068,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
156 - Teaterteknikere,Kostumetekniker,Trin 1,16.4,29675,0,5207,2599,1059,0,149,0,38689,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
156 - Teaterteknikere,Maskør,Trin 1,17.2,29667,0,5208,2609,1420,113,85,0,39102,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
156 - Teaterteknikere,Signalør,Trin 1,6.0,30812,0,5649,3661,2999,139,115,0,43375,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
156 - Teaterteknikere,Sufflør,Trin 1,3.9,29667,0,5142,2567,1432,0,0,0,38808,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
156 - Teaterteknikere,Tonemestre,Trin 1,18.4,32637,0,5652,5346,3159,0,616,0,47410,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
158 - Teknisk personale,Skrædder,Trin 8,22.7,33352,0,4956,1735,0,0,0,123,40166,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
158 - Teknisk personale,Snedker,Trin 8,4.0,33351,0,4932,1882,0,0,0,0,40166,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
227 - Repetitører,Repetitør,Trin 6,12.6,42842,0,8628,3962,0,0,0,6,55438,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
240 - Kontorfunktionærer,Assistent,"Løngrp. 2, Hovedstad, Sats I",4.5,27860,0,5174,44,3061,0,0,624,36763,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
240 - Kontorfunktionærer,Ekspeditionssekretær,"Løngrp. 3, Hovedstad, Løntrin 2",4.0,32881,0,6290,81,5871,0,0,0,45123,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
240 - Kontorfunktionærer,HK-Timeløn,"Løngrp. 2, Hovedstad, Sats I",4.8,25175,0,4098,0,0,0,0,3870,33142,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
240 - Kontorfunktionærer,Kontorfuldmægtig,"Løngrp. 3, Hovedstad, Løntrin 1",12.0,31163,0,6396,118,7531,0,0,62,45270,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 3, Hovedstad, Løntrin 1",17.1,31157,0,5904,34,4575,0,98,39,41807,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 3, Hovedstad, Løntrin 2",8.0,32881,0,6634,41,7305,0,0,0,46861,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 2, Hovedstad, Sats II",3.6,29754,0,5504,0,3281,0,0,109,38648,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
240 - Kontorfunktionærer,Overassistent,"Løngrp. 2, Hovedstad, Sats II",3.8,29754,0,5405,56,2327,348,0,405,38295,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
503 - Personale ved D.K.T.,1. PÅKLÆDER,Trin 1,7.4,25592,0,263,0,0,0,0,1821,27675,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
503 - Personale ved D.K.T.,Foyermedarbejder,Trin 1,15.5,24184,0,204,3,0,0,0,712,25103,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
503 - Personale ved D.K.T.,Påklæder,Trin 1,4.0,23767,0,257,0,0,0,0,1898,25922,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
512 - Skuespill./operasang,Operasanger,Trin 1,5.4,49443,0,8384,572,0,0,0,0,58398,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
512 - Skuespill./operasang,Operasanger,Trin 6,7.0,45050,0,8168,1595,0,0,0,0,54812,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
512 - Skuespill./operasang,Skuespiller,Trin 1,6.0,49798,0,7508,2413,0,0,0,0,59719,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
512 - Skuespill./operasang,Skuespiller,Trin 2,7.1,33666,0,4111,6488,0,0,0,120,44385,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
512 - Skuespill./operasang,Skuespiller,Trin 3,8.0,35228,0,4045,5408,0,0,0,50,44732,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
512 - Skuespill./operasang,Skuespiller,Trin 4,7.1,37735,0,4374,4779,0,0,0,121,47009,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
512 - Skuespill./operasang,Skuespiller,Trin 5,5.0,38975,0,4962,9295,0,0,0,0,53233,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
512 - Skuespill./operasang,Skuespiller,Trin 6,4.0,39330,0,4199,5774,0,0,0,0,49303,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
512 - Skuespill./operasang,Skuespiller,Trin 8,13.0,43390,0,5385,7210,0,0,0,30,56015,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
513 - Musikere Kgl. Kapel,Kapelmusiker,Trin 6,8.8,42991,0,7680,7948,0,74,0,239,58932,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
514 - Musikere Kgl. Kapel,Kapelmusiker,Trin 1,10.0,33031,0,7056,5263,0,0,0,28,45378,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
514 - Musikere Kgl. Kapel,Kapelmusiker,Trin 2,5.0,32949,0,7255,7939,0,0,0,141,48282,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
514 - Musikere Kgl. Kapel,Kapelmusiker,Trin 3,4.7,35711,0,7726,6497,0,0,0,150,50084,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
514 - Musikere Kgl. Kapel,Kapelmusiker,Trin 4,5.0,36653,0,7849,6277,0,0,0,84,50862,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
514 - Musikere Kgl. Kapel,Kapelmusiker,Trin 5,9.4,39421,0,8392,5281,0,0,0,359,53452,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
514 - Musikere Kgl. Kapel,Kapelmusiker,Trin 6,59.9,43000,0,9082,6197,24,11,0,171,58485,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
514 - Musikere Kgl. Kapel,Koncertmester,Trin 1,3.0,49059,0,9559,2652,0,0,0,374,61643,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
517 - Operasangere,Sanger i Operakoret,Trin 2,7.0,32053,0,4951,1444,0,0,0,0,38449,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
517 - Operasangere,Sanger i Operakoret,Trin 3,7.0,35670,0,4962,608,0,0,0,0,41240,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
517 - Operasangere,Sanger i Operakoret,Trin 4,9.1,36666,0,5219,1115,0,0,0,0,43000,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
517 - Operasangere,Sanger i Operakoret,Trin 6,4.0,40212,0,6000,279,0,0,0,0,46490,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
517 - Operasangere,Sanger i Operakoret,Trin 7,10.2,42936,0,6308,286,0,0,0,0,49530,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
518 - Balletdansere,Balletdanser,Trin 10,3.0,39345,0,10976,0,0,0,0,105,50426,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
518 - Balletdansere,Balletdanser,Trin 12,3.1,42929,0,10553,0,0,0,0,267,53750,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
518 - Balletdansere,Solist,Trin 1,5.4,43681,0,10827,4942,0,0,0,514,59963,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
518 - Balletdansere,Solodanser,Trin 1,8.9,47499,0,10987,0,0,0,0,374,58861,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
519 - Balletdansere,Aspirant,Trin 1,4.0,3092,0,149,0,0,0,0,0,3240,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
519 - Balletdansere,Aspirant,Trin 2,7.0,3092,0,199,0,0,0,0,0,3291,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
519 - Balletdansere,Aspirant,Trin 3,7.0,3092,0,198,1402,0,0,0,0,4692,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
519 - Balletdansere,Balletdanser,Trin 2,5.0,30399,0,5705,0,0,0,0,18,36123,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
519 - Balletdansere,Balletdanser,Trin 3,15.2,31292,0,6790,0,0,0,0,226,38307,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
519 - Balletdansere,Balletdanser,Trin 4,6.3,32367,0,7241,0,0,0,0,456,40064,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
519 - Balletdansere,Balletdanser,Trin 5,14.2,33396,0,7935,0,0,0,0,398,41730,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
519 - Balletdansere,Balletdanser,Trin 6,3.1,33873,0,7866,0,0,0,0,103,41842,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
519 - Balletdansere,Balletdanser,Trin 7,5.3,35762,0,8350,0,0,0,0,850,44962,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
519 - Balletdansere,Balletdanser,Trin 9,4.1,37648,0,9290,0,0,0,0,419,47357,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
519 - Balletdansere,Balletlærer,Trin 1,7.1,35642,0,215,0,0,0,0,0,35856,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
694 - Særl.afløn.timeløn,Barpersonale,Trin 0,13.1,28417,0,242,0,0,0,0,2140,30799,"2025, 4. kvt.",§21 - Kulturministeriet,§21.23.01 - Det kongelige Teater og Kapel,Andet
49 - Magistre,Akademisk medarbejder,AC basisløntrin 8,7.8,36181,0,8177,44,7904,0,213,0,52519,"2025, 4. kvt.",§21 - Kulturministeriet,§21.24.02 - Det Danske Filminstitut,Andet
49 - Magistre,Specialkonsulent,LR 35 (u.åremål),8.8,46938,0,8939,46,1368,0,0,0,57291,"2025, 4. kvt.",§21 - Kulturministeriet,§21.24.02 - Det Danske Filminstitut,Andet
93 - Særligt aflønnede,Digitaliseringstekniker,Trin 0,3.8,33467,0,4087,1192,0,0,328,0,39074,"2025, 4. kvt.",§21 - Kulturministeriet,§21.24.02 - Det Danske Filminstitut,Andet
93 - Særligt aflønnede,Filmkonsulent,Trin 0,5.0,54780,0,5203,495,0,0,0,0,60478,"2025, 4. kvt.",§21 - Kulturministeriet,§21.24.02 - Det Danske Filminstitut,Andet
136 - Lager- og Handelsarbejdere,Operatør,Trin 1,3.5,26789,0,5528,0,5192,1322,0,0,38831,"2025, 4. kvt.",§21 - Kulturministeriet,§21.24.02 - Det Danske Filminstitut,Andet
240 - Kontorfunktionærer,Studerende,Trin 1,6.1,20743,0,3378,0,0,0,0,4616,28737,"2025, 4. kvt.",§21 - Kulturministeriet,§21.24.02 - Det Danske Filminstitut,Andet
38 - Bibliotekarer,Afdelingsleder,LR 36 (pers.ledelse u.åremål),8.0,53609,0,11941,11378,0,0,573,0,77502,"2025, 4. kvt.",§21 - Kulturministeriet,§21.31.13 - Det Kgl. Bibliotek,Andet
38 - Bibliotekarer,Bibliotekar,AC basisløntrin 7,25.5,34542,0,7770,451,6874,13,154,0,49803,"2025, 4. kvt.",§21 - Kulturministeriet,§21.31.13 - Det Kgl. Bibliotek,Andet
38 - Bibliotekarer,Bibliotekar,AC basisløntrin 8,7.0,36181,0,7337,0,3278,49,0,0,46845,"2025, 4. kvt.",§21 - Kulturministeriet,§21.31.13 - Det Kgl. Bibliotek,Andet
38 - Bibliotekarer,Informationsspecialist,AC basisløntrin 7,28.8,34542,0,7750,216,6975,41,121,0,49646,"2025, 4. kvt.",§21 - Kulturministeriet,§21.31.13 - Det Kgl. Bibliotek,Andet
38 - Bibliotekarer,Informationsspecialist,AC basisløntrin 8,25.8,36181,0,7920,0,6358,0,146,0,50605,"2025, 4. kvt.",§21 - Kulturministeriet,§21.31.13 - Det Kgl. Bibliotek,Andet
38 - Bibliotekarer,License Manager,AC basisløntrin 7,6.0,34542,0,8126,1105,8532,0,0,0,52306,"2025, 4. kvt.",§21 - Kulturministeriet,§21.31.13 - Det Kgl. Bibliotek,Andet
38 - Bibliotekarer,Specialkonsulent,LR 35 (u.åremål),22.9,46938,0,8990,34,1647,36,189,6,57840,"2025, 4. kvt.",§21 - Kulturministeriet,§21.31.13 - Det Kgl. Bibliotek,Andet
44 - Ingeniører,Specialkonsulent,LR 35 (u.åremål),4.0,46938,0,9151,0,2610,0,0,0,58699,"2025, 4. kvt.",§21 - Kulturministeriet,§21.31.13 - Det Kgl. Bibliotek,Andet
46 - Jurister/økonomer,Afdelingsleder,LR 36 (pers.ledelse u.åremål),5.0,53609,0,11635,7808,1874,0,833,0,75759,"2025, 4. kvt.",§21 - Kulturministeriet,§21.31.13 - Det Kgl. Bibliotek,Andet
46 - Jurister/økonomer,Chefkonsulent,LR 36 (u.åremål),9.6,51028,0,10642,63,6661,0,191,0,68585,"2025, 4. kvt.",§21 - Kulturministeriet,§21.31.13 - Det Kgl. Bibliotek,Andet
46 - Jurister/økonomer,Informationsspecialist,AC basisløntrin 8,5.9,36181,0,8202,1924,6768,0,211,0,53286,"2025, 4. kvt.",§21 - Kulturministeriet,§21.31.13 - Det Kgl. Bibliotek,Andet
46 - Jurister/økonomer,Specialkonsulent,LR 35 (u.åremål),11.8,46938,0,9357,0,3732,0,106,0,60132,"2025, 4. kvt.",§21 - Kulturministeriet,§21.31.13 - Det Kgl. Bibliotek,Andet
49 - Magistre,Afdelingsleder,LR 36 (pers.ledelse u.åremål),11.0,53609,0,11471,8547,537,0,341,0,74506,"2025, 4. kvt.",§21 - Kulturministeriet,§21.31.13 - Det Kgl. Bibliotek,Andet
49 - Magistre,Chefkonsulent,LR 36 (u.åremål),7.5,50702,0,9984,144,3285,0,571,0,64686,"2025, 4. kvt.",§21 - Kulturministeriet,§21.31.13 - Det Kgl. Bibliotek,Andet
