Stilling,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
Postdoc,77.2,35244,0,7236,5123,774,8,349,59,48793,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
Professor,114.5,54061,0,13413,12719,6866,3886,3519,206,94669,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
Professor MSO,18.5,35571,0,11070,18159,8125,1735,4829,29,79518,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
Projektleder,3.8,32120,0,7808,98,17380,366,0,0,57773,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
Specialkonsulent,104.5,46716,0,8855,43,3681,167,326,106,59894,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
Studerende,32.9,20873,0,2184,22,0,0,0,397,23477,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
Studieadjunkt,4.1,35571,0,7425,4634,1993,0,3155,156,52933,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
Studielektor,16.1,35482,0,8346,6844,3995,1313,781,82,56842,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
Systemadministrator,4.0,32943,0,8140,0,16861,2418,0,0,60362,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
Systemprogrammør,4.0,33057,0,7843,3677,11474,455,313,123,56942,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
Systemudvikler,3.8,32878,0,8286,0,18807,0,328,0,60300,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
Tenure Track Adjunkt,43.5,35266,0,8182,5144,6027,235,1762,96,56712,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
Videnskabelig assistent,39.0,32602,0,6441,3804,52,0,0,0,42899,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
Voksenelev,4.0,22803,0,3618,0,0,0,0,0,26421,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
AC-fuldmægtig,9.0,34182,0,7215,4744,3275,111,0,0,49528,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
AC-Tap,25.8,35492,0,7537,884,6653,118,621,0,51305,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Adjunkt,4.0,35571,0,7318,5045,1023,0,313,0,49270,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Administrationschef,9.0,52775,0,12251,4712,12803,193,1806,64,84604,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Administrativ koordinator,5.8,36077,0,6835,1004,6312,0,0,0,50227,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Afdelingsleder,7.0,48454,0,11378,183,17988,0,833,145,78982,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Akademisk medarbejder,245.8,34027,0,6974,1032,5268,39,247,15,47602,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Bachelor,40.8,28635,0,5517,1025,1732,0,102,0,37012,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Cand.scient.,6.9,38067,0,8413,791,9361,0,425,62,57118,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Chefkons. m. personaleledelse,94.1,52706,0,10848,26,9448,65,1117,23,74233,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Chefkonsulent,237.9,51019,0,9963,126,5736,266,698,72,67880,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Chefsekretær,4.0,35814,0,6734,85,7369,307,1098,95,51501,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Civilingeniør,10.5,37585,0,8765,1179,11323,0,395,62,59310,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Direktør,5.0,52195,0,14396,115,27375,3345,1598,130,99155,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Dyrepasser,7.0,29259,0,5403,0,5439,0,714,1842,42657,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Ekstern lektor,5.8,42605,0,134,0,0,0,0,0,42739,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Elektriker,6.0,31236,0,5511,259,9791,0,486,4081,51364,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Elektronikmekaniker,3.7,30527,0,6285,836,7685,429,227,155,46143,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Fiskeritekniker,37.5,31932,0,5605,64,3175,852,803,1281,43712,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Forsker,24.0,36287,0,7123,4835,1518,0,260,0,50024,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Forskningstekniker,46.0,31338,0,6710,59,10211,405,411,90,49223,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Fuldmægtig,129.8,33745,0,7060,4681,2789,47,304,3,48629,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Gartner,11.0,29333,0,5548,26,6305,0,455,29,41695,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Håndværker,24.5,30323,0,6126,37,9677,69,329,822,47383,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Indkøber,5.0,39951,0,7389,1242,5772,61,700,84,55199,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Industritekn.lærl.,8.0,18159,0,2726,0,0,0,0,0,20885,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Ingeniør,21.3,34039,0,7195,52,6411,430,293,17,48438,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Ingeniørassistent,86.5,32458,0,6587,44,8547,122,414,173,48345,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Institutdirektør,18.0,50006,0,14884,225,20345,15304,3392,255,104412,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
IT-Administrator,5.0,34639,0,7415,73,11544,0,333,80,54084,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
IT-Medarbejder,60.3,32196,0,6485,1057,8429,231,293,75,48767,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
IT-specialist,11.0,34916,0,7279,122,12719,2870,265,93,58264,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
IT-Supporter,37.9,31399,0,5853,9,6139,135,358,11,43904,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
IT-Supporterelev,9.0,21206,0,3462,0,0,0,0,0,24668,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Journalist,7.8,33265,0,9055,208,15911,0,469,0,58909,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Kommunikationsmedarbejder,13.9,34617,0,7222,2153,5203,15,299,0,49508,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Konsulent,8.3,38697,0,7137,585,4967,369,400,0,52155,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Kontorassistent,5.0,32498,0,5404,0,2211,0,417,35,40564,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Kontorchef,21.0,52735,0,11735,645,14461,0,1012,121,80708,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Kontorelev,6.0,22803,0,3618,0,0,0,208,0,26630,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
Kontorfuldmægtig,37.6,35746,0,6485,81,5834,168,569,75,48958,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
