Personalekategori,Klasse/Lønramme,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
211 - Tjenestemandslignende,75 - Tjenestem.lign.... (FCE),25.0,35159,0,7732,1864,5900,0,677,517,51850,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
216 - Stampersonel HKKF,55 - Stampersonel Tjm.l. Ufaglær,10.0,24061,0,3928,2333,2229,0,83,3588,36223,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
221 - Køkkenmedhjælpere,55 - Køkkenmedhjælpere i provinsen,49.1,23470,0,3627,54,3339,0,588,1097,32175,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
221 - Køkkenmedhjælpere,56 - Køkkenmedhjælpere  hovedstaden,21.0,24168,0,4135,88,4222,0,135,1620,34368,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
221 - Køkkenmedhjælpere,57 - Serviceassistenter,12.0,25220,0,4766,117,5073,0,313,1554,37042,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
228 - Faglærte Arbejdere,52 - Faglærte arbejdere (FLORG),12.0,29805,0,6044,494,7615,0,104,98,44161,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
228 - Faglærte Arbejdere,53 - Faglærte arbejdere ...(FLORG),59.6,28463,0,6332,823,10424,42,402,769,47255,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,66.1,32788,86,5663,11,3512,0,398,205,42663,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,24.6,29177,0,5067,177,2425,0,491,105,37443,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
240 - Kontorfunktionærer,89 - Løngruppe 2 - provins,94.2,28179,0,4734,23,1757,0,263,105,35062,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
240 - Kontorfunktionærer,93 - Løngruppeskift (FSV),53.9,30735,86,5224,64,2053,0,508,133,38804,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
247 - Rengøringsassistenter,"55 - LØngruppe 1, Provinsen",197.0,23586,0,3974,54,3702,7,393,199,31914,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
247 - Rengøringsassistenter,56 - Løngruppe 2,54.5,25199,0,4331,100,3650,0,327,216,33824,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
247 - Rengøringsassistenter,"57 - Løngruppe 1, Hovedstad",61.6,24337,0,4386,101,3911,0,181,799,33715,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
258 - Kokke og kogersker,"55 - Kokke, Provinsen",72.1,27133,0,4886,7,4143,0,225,1228,37622,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
258 - Kokke og kogersker,"56 - Kokke, Hovedstaden",25.0,27941,0,5125,38,5018,0,167,1058,39347,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
258 - Kokke og kogersker,57 - Koge-og Smørrebrødsjomfruer,11.9,25141,0,4763,38,5335,0,289,810,36377,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
258 - Kokke og kogersker,58 - Koge-og Smørrebrødsjomfruer,5.8,25814,0,4807,63,5050,0,287,753,36773,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
266 - Køkkenpersonale,69 - Køkkenled. < 15.000 kostdg pro,9.0,27120,0,6158,60,9649,0,694,1516,45197,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
266 - Køkkenpersonale,"70 - Køkkenled, < 15.000 kostd. ho",4.0,27927,0,5172,266,9710,0,521,837,44434,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
266 - Køkkenpersonale,71 - Køkkenled. > 15.000 kostd. pro,9.1,27514,589,7263,0,10280,219,821,1763,48449,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
266 - Køkkenpersonale,72 - Køkkenled. > 15.000 kostd. hov,8.8,29595,0,6706,0,9860,0,426,508,47096,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
266 - Køkkenpersonale,"73 - Ernæringsassistenter, provins",55.2,25141,0,5605,40,4762,36,258,999,36842,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
266 - Køkkenpersonale,74 - Ernæringsassistent hovedstad,7.0,25814,0,5732,0,4497,0,0,665,36709,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
266 - Køkkenpersonale,75 - Instruktionsøkonoma provins,9.0,30672,0,7522,69,9294,0,1482,2339,51376,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
268 - Stampersonel (OK- CS),"59 - Stampersonel, Seniorsergenter",8.8,28724,0,5974,3011,2628,0,473,2020,42830,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
"643 - Officerer m.fl. OK, HOD",55 - Løngruppe 5,4.1,49499,1952,6891,3625,3273,0,605,662,66506,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
22 - Civiløkonomer,51 - Civiløkonomer I Um...........(,7.7,47058,0,8532,169,1334,0,216,308,57618,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
22 - Civiløkonomer,53 - Civiløkonomer......... (CØ),11.0,31697,0,6681,4681,2708,0,114,4,45884,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
46 - Jurister/økonomer,51 - Jurister/Økonomer..........(Dj,22.7,46893,0,8774,134,3084,0,846,77,59808,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
46 - Jurister/økonomer,55 - Jurister / Økonomer (DJØF),16.9,34486,0,6792,4701,630,0,74,0,46683,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
46 - Jurister/økonomer,83 - Chefkonsulenter m. ledelsesans,7.0,52706,0,10209,134,5679,0,1929,0,70656,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,4.0,57801,0,14313,372,13306,11153,5313,411,102669,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
49 - Magistre,56 - Magistre            (DM/DP),4.8,32919,0,6474,4502,395,0,173,0,44463,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
201 - Tjenestemænd,75 - Tjenestemænd FCE,3.8,31463,0,6794,1571,4024,0,437,524,44813,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
211 - Tjenestemandslignende,75 - Tjenestem.lign.... (FCE),4.0,36317,0,7290,2262,3538,0,1458,231,51096,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,64.4,30408,0,5252,103,2717,0,383,119,38981,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
240 - Kontorfunktionærer,89 - Løngruppe 2 - provins,62.6,28149,0,4786,95,1968,0,156,183,35337,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
240 - Kontorfunktionærer,93 - Løngruppeskift (FSV),22.8,30050,0,5264,129,3351,0,475,269,39538,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
44 - Ingeniører,51 - Akademiingeniører.M.V......,61.2,46826,0,9793,52,9373,35,1350,32,67460,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
44 - Ingeniører,63 - Civilingeniører m.v  (IDA),35.8,33631,0,8298,210,13469,0,967,182,56756,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
44 - Ingeniører,64 - Teknikumingeniører  (IDA),4.0,35571,0,9419,5127,13590,0,1250,679,65636,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
44 - Ingeniører,67 - Diplomingeniører......(IDA),10.0,34729,0,8615,71,14381,0,1622,161,59579,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
44 - Ingeniører,89 - Chefkonsulenter m. ledelsesans,8.0,52706,0,11319,0,12291,0,2333,0,78649,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
46 - Jurister/økonomer,51 - Jurister/Økonomer..........(Dj,203.3,47248,22,9141,173,4876,95,1410,261,63225,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
46 - Jurister/økonomer,52 - Bachelorer.............(DJØF),12.5,29691,0,6574,3683,5572,0,637,37,46193,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
46 - Jurister/økonomer,55 - Jurister / Økonomer (DJØF),88.2,32477,0,6676,4386,2861,5,780,105,47290,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
46 - Jurister/økonomer,83 - Chefkonsulenter m. ledelsesans,49.9,52705,0,10759,79,8986,11,2808,138,75487,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,21.0,57136,0,14786,0,8717,19378,4702,0,104720,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
49 - Magistre,51 - Magistre M.V..............(Dm/,199.0,46997,0,9411,47,6848,119,1360,227,65011,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
49 - Magistre,52 - Bachelorer......... (DM/DP),17.8,30419,0,7033,4120,6892,0,769,58,49293,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
49 - Magistre,56 - Magistre            (DM/DP),66.7,32933,0,7010,4366,4495,0,917,235,49956,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
49 - Magistre,83 - Chefkonsulenter m. ledelsesans,19.0,52706,0,10921,0,9975,0,1996,15,75612,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
49 - Magistre,90 - Kontraktansatte Chefer,8.0,55467,0,14072,0,7002,19646,5938,0,102125,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
60 - Journalister,51 - Journalister,10.0,33233,0,8443,208,12495,0,583,1791,56753,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
171 - Stampers.Tjm. HKKF,55 - Stampersonel (Tjm.) Ufaglær,16.0,24272,0,4729,4605,2678,0,427,3410,40121,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
171 - Stampers.Tjm. HKKF,56 - Stampersonel (Tjm.) Faglært,7.0,26758,0,5493,6051,2133,231,314,1250,42230,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
171 - Stampers.Tjm. HKKF,57 - Stampersonel langtidstjeneste,6.1,24278,774,5352,4172,5370,0,1102,2711,43760,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
171 - Stampers.Tjm. HKKF,58 - Stampersonel langtidstjeneste,7.0,27408,0,5484,4566,3208,211,470,2342,43688,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
188 - Officerer,37 - Tjm. LR 37,61.0,53329,0,10931,4848,6558,413,4299,865,81243,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
188 - Officerer,38 - Tjm. Lr 38,25.0,60679,0,13011,6082,9746,4479,5079,418,99494,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
188 - Officerer,39 - Tjm. Lr 39,7.0,66623,0,15692,7890,25786,6107,7292,734,130124,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
188 - Officerer,53 - Officerer,395.9,38047,271,9161,8343,829,5996,1146,1572,65364,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
200 - Spec.Arb (3f),56 - Specialarbejdere       (3F),4.0,27632,0,5222,644,5763,0,1250,203,40714,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
201 - Tjenestemænd,37 - Tjenestemænd LR 37,8.0,53329,0,12420,409,3828,15934,3854,598,90372,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
201 - Tjenestemænd,75 - Tjenestemænd FCE,43.0,34059,0,7500,894,10193,138,1355,2211,56350,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
208 - Stampers.Tjm. CS,"52 - Stampersonel, ny løn",133.1,28246,43,6042,5548,4395,75,885,2472,47707,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
211 - Tjenestemandslignende,75 - Tjenestem.lign.... (FCE),24.4,33578,0,7787,866,7843,0,1030,1608,52713,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
216 - Stampersonel HKKF,55 - Stampersonel Tjm.l. Ufaglær,51.0,24061,0,3819,2052,1694,0,160,3676,35463,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
216 - Stampersonel HKKF,56 - Stampersonel Tjm.l. Faglært,5.0,26758,0,3961,2026,212,0,250,2706,35913,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
228 - Faglærte Arbejdere,52 - Faglærte arbejdere (FLORG),11.0,29805,0,6217,123,10396,0,871,3225,50637,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
238 - IT-medarbejdere,51 - IT-medarbejdere - løngruppe 2,46.2,29850,0,5280,0,4613,0,458,1319,41519,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
238 - IT-medarbejdere,52 - IT-medarbejdere - løngruppe 1,15.8,25485,0,4291,0,2067,0,79,1700,33623,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
238 - IT-medarbejdere,55 - IT-medarbejdere - løngruppe 3,48.4,33668,0,6856,56,10099,0,1124,995,52798,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
238 - IT-medarbejdere,56 - IT-medarbejdere - løngruppe 4,18.6,35143,0,7389,103,12047,0,1803,1691,58177,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
238 - IT-medarbejdere,57 - IT-medarbejdere - løngruppe 5,101.5,46151,0,8857,46,11351,49,1312,465,68232,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,62.2,31697,0,5933,142,6364,0,1057,453,45646,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,19.0,32780,0,5813,53,4144,0,526,118,43434,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,20.0,28414,0,5261,206,4966,97,428,1859,41232,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
240 - Kontorfunktionærer,89 - Løngruppe 2 - provins,21.3,28179,0,4930,165,2684,0,345,191,36493,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
240 - Kontorfunktionærer,91 - Løngruppe 4,11.5,46293,0,7873,116,6002,0,686,331,61302,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
240 - Kontorfunktionærer,93 - Løngruppeskift (FSV),44.7,33815,0,6021,38,3977,90,993,206,45140,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
247 - Rengøringsassistenter,"57 - Løngruppe 1, Hovedstad",12.0,24368,0,4445,103,3956,0,546,100,33517,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
252 - Vagtfunktionærer,53 - Løngruppe I,6.0,23872,0,4397,0,4512,0,0,161,32942,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
252 - Vagtfunktionærer,54 - Løngruppe II,19.0,25217,0,4616,42,4795,0,0,130,34800,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
252 - Vagtfunktionærer,55 - Løngruppe III,4.0,26832,0,5484,0,8884,0,0,179,41379,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
253 - Radiotelegrafister,1 - Radiotelegrafister......(RAF),5.0,31438,0,5013,3606,0,0,1554,642,42253,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
268 - Stampersonel (OK- CS),"55 - Stampersonel, Konstabler",13.0,23812,0,4866,2037,2120,0,546,4839,38220,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
268 - Stampersonel (OK- CS),"56 - Stampersonel, Korporaler",4.0,25098,0,5778,3224,4080,0,500,809,39490,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
268 - Stampersonel (OK- CS),"58 - Stampersonel, Oversergenter",5.0,26883,0,6000,4161,2551,0,1157,3995,44747,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
268 - Stampersonel (OK- CS),"59 - Stampersonel, Seniorsergenter",12.9,28724,0,6522,2634,4922,581,608,2571,46562,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
268 - Stampersonel (OK- CS),"60 - Stampersonel, Chefsergenter",9.0,31905,500,7341,2985,5687,706,935,1109,51169,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
276 - Stampersonel Cs,"52 - Stampersonel, ny løn",10.0,26035,0,5563,5759,2672,0,461,3000,43490,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
"643 - Officerer m.fl. OK, HOD",53 - Løngruppe 3,5.0,29510,0,7156,8053,2441,0,250,1593,49003,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
"643 - Officerer m.fl. OK, HOD",54 - Løngruppe 4,41.7,33534,0,7801,8159,2580,83,1673,2275,56104,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
"643 - Officerer m.fl. OK, HOD",55 - Løngruppe 5,42.1,49620,0,9403,413,4106,1011,1221,1118,66891,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
44 - Ingeniører,63 - Civilingeniører m.v  (IDA),4.0,35061,0,7615,194,8771,0,281,186,52108,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
46 - Jurister/økonomer,51 - Jurister/Økonomer..........(Dj,5.0,47028,0,9190,2742,4197,0,412,518,64087,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
46 - Jurister/økonomer,55 - Jurister / Økonomer (DJØF),6.0,33828,0,6905,6326,2657,177,219,627,50738,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
49 - Magistre,56 - Magistre            (DM/DP),10.5,34161,0,7202,4768,2916,303,500,0,49850,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
"116 - Individuel kontrakt, TOLKE/CIV","1 - TOLKE, individuel kontrakt",5.0,28765,0,4936,15044,0,0,0,5,48750,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
166 - Stampersonel A-Løn,53 - Stampers. A-Løn (MAN.)..(HKKF),34.0,22958,0,2629,6372,1604,203,647,1934,36347,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
166 - Stampersonel A-Løn,54 - Stampers. A-Løn (HVK.)..(HKKF),6.0,24062,0,3139,8347,1021,436,173,1935,39113,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
166 - Stampersonel A-Løn,57 - Stampers. A-Løn (u/fag) (HKKF),24.0,23604,0,2877,8179,1570,366,985,4011,41592,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
166 - Stampersonel A-Løn,"58 - Faglært personel, tidsubestemt",6.0,24708,0,3220,9411,1684,567,943,1503,42036,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
171 - Stampers.Tjm. HKKF,55 - Stampersonel (Tjm.) Ufaglær,76.8,24274,53,4797,3831,2532,437,674,2225,38823,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
171 - Stampers.Tjm. HKKF,56 - Stampersonel (Tjm.) Faglært,127.0,26800,0,5498,6525,1661,229,616,1592,42922,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
171 - Stampers.Tjm. HKKF,57 - Stampersonel langtidstjeneste,100.3,24794,83,5017,4293,3164,453,910,2438,41151,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
171 - Stampers.Tjm. HKKF,58 - Stampersonel langtidstjeneste,90.0,27430,0,5627,6518,2398,293,799,2169,45234,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
188 - Officerer,37 - Tjm. LR 37,43.0,53329,0,11007,5251,6338,0,4088,2274,82287,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
188 - Officerer,38 - Tjm. Lr 38,12.0,60679,0,14377,5752,15108,2740,5199,1633,105487,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
188 - Officerer,53 - Officerer,308.2,36351,145,8107,6840,1128,5371,1081,2845,61868,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
200 - Spec.Arb (3f),55 - Specialarbejdere.........(3F),6.0,25043,0,4207,0,2306,0,174,162,31892,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
200 - Spec.Arb (3f),56 - Specialarbejdere       (3F),4.0,27632,0,4930,5398,3075,0,250,289,41573,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
208 - Stampers.Tjm. CS,"52 - Stampersonel, ny løn",495.6,27688,128,5923,5536,3660,474,888,2448,46745,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
"209 - CS CIV, OK",75 - Overenskomstansatte CS CIV,7.0,31713,0,6865,1299,3604,0,214,254,43949,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
211 - Tjenestemandslignende,75 - Tjenestem.lign.... (FCE),5.0,31441,0,6664,2669,2066,0,583,166,43590,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
213 - Musiker,31 - Tjm. LR 31,27.0,38678,0,7131,5317,256,0,0,56,51438,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
216 - Stampersonel HKKF,"51 - Stampersonel, elever",52.0,20484,0,2985,2026,0,0,0,37,25533,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
216 - Stampersonel HKKF,55 - Stampersonel Tjm.l. Ufaglær,2257.9,24061,0,3628,4292,313,128,252,1982,34655,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
