Personalekategori,Stilling,Løntrin,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
46 - Jurister/økonomer,Chefkonsulent,LR 36 (u.åremål),16.9,49874,0,10880,2085,7146,0,4447,0,74432,"2025, 3. kvt.",§10 - Økonomiministeriet,§10.11.01 - Departementet,Departement
46 - Jurister/økonomer,Fuldmægtig,"AC basisløntrin 4, 2-årigt",6.0,29311,0,6030,3771,356,0,1111,0,40580,"2025, 3. kvt.",§10 - Økonomiministeriet,§10.11.01 - Departementet,Departement
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 5,6.0,31590,0,6646,3860,1424,0,1736,0,45257,"2025, 3. kvt.",§10 - Økonomiministeriet,§10.11.01 - Departementet,Departement
46 - Jurister/økonomer,Kontorchef,LR 37 (m.åremål),4.0,55878,0,13884,6038,0,13821,8334,0,97955,"2025, 3. kvt.",§10 - Økonomiministeriet,§10.11.01 - Departementet,Departement
46 - Jurister/økonomer,Specialkonsulent,LR 35 (u.åremål),10.0,46335,0,9638,2055,3850,0,3292,0,65170,"2025, 3. kvt.",§10 - Økonomiministeriet,§10.11.01 - Departementet,Departement
46 - Jurister/økonomer,Chefkonsulent,LR 36 (u.åremål),6.0,49874,0,11002,0,9917,0,1528,0,72321,"2025, 3. kvt.",§10 - Økonomiministeriet,§10.11.09 - De Økonomiske Råd,Andet
46 - Jurister/økonomer,Specialkonsulent,LR 35 (u.åremål),8.9,46299,0,8850,0,1714,0,562,0,57424,"2025, 3. kvt.",§10 - Økonomiministeriet,§10.11.09 - De Økonomiske Råd,Andet
46 - Jurister/økonomer,Afdelingschef,LR 39 (m.åremål),6.0,81927,0,21938,5083,9982,23787,0,0,142717,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,Bachelorfuldmægtig,AC basisløntrin 1,8.5,26607,0,4969,0,0,0,0,0,31575,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,Chefkonsulent,LR 36 (u.åremål),41.8,49874,0,11111,2061,3863,4610,2242,0,73762,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,Fuldmægtig,"AC basisløntrin 4, 2-årigt",55.0,29165,0,6432,5085,1592,0,220,0,42494,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 5,20.0,31590,0,7120,4117,3761,0,0,0,46587,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 6,22.0,33669,0,7901,4306,5730,408,47,0,52060,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 8,18.0,35716,0,8401,5496,4009,1575,0,0,55197,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,Kontorchef,LR 37 (m.åremål),19.0,57914,0,14883,0,13177,10490,1053,0,97516,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,Specialkonsulent,LR 35 (u.åremål),44.3,46194,153,9656,1510,1655,2823,545,0,62536,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
93 - Særligt aflønnede,'-,Trin 0,13.0,21832,0,2039,0,0,0,0,0,23871,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
240 - Kontorfunktionærer,Kontorfuldmægtig,"Løngrp. 3, Hovedstad, Løntrin 1",7.9,30748,0,6004,715,4173,627,127,3,42398,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
240 - Kontorfunktionærer,Kontorfuldmægtig,"Løngrp. 3, Hovedstad, Løntrin 2",4.0,32459,0,7116,0,10252,524,438,13,50801,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
240 - Kontorfunktionærer,Studentermedhjælper,Trin 4,3.8,21093,0,2912,73,0,0,0,0,24079,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
240 - Kontorfunktionærer,Studentermedhjælper,Trin 5,4.1,21611,0,2975,80,0,0,0,0,24666,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,Fuldmægtig,"AC basisløntrin 4, 2-årigt",17.9,29211,100,5990,3758,132,0,0,0,39192,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 5,10.8,31590,0,6650,4049,1224,0,0,0,43512,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 6,10.0,33668,0,7057,4252,1346,0,0,0,46323,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 8,18.6,35612,116,7789,4549,2930,180,0,0,51176,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
46 - Jurister/økonomer,Souschef,LR 36 (u.åremål),4.8,50172,0,10974,0,6523,853,259,0,68781,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
46 - Jurister/økonomer,Specialkonsulent,LR 35 (u.åremål),13.0,46335,0,8625,49,1932,0,141,0,57082,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 3, Provins, Løntrin 1",15.8,29819,0,5363,0,2444,0,53,0,37679,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 2, Provins, Sats II",7.8,28295,0,4808,0,485,0,107,0,33694,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
240 - Kontorfunktionærer,Studentermedhjælper,Trin 3,3.9,19529,0,2890,261,0,0,0,0,22680,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
303 - Polititjenestemænd,Seniorefterforsker,Trin 1,8.0,40603,0,8557,12032,0,0,104,0,61297,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.51 - Politiklagemyndigheden og Bevismiddeltilsynet,Andet
46 - Jurister/økonomer,Fuldmægtig,"AC basisløntrin 4, 2-årigt",15.8,29311,0,5992,3771,130,0,0,0,39204,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.61 - Datatilsynet,Andet
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 5,6.0,31590,0,6816,3771,2425,0,0,0,44603,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.61 - Datatilsynet,Andet
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 6,5.0,33669,0,7327,4306,2804,0,1627,0,49732,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.61 - Datatilsynet,Andet
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 8,5.8,35716,0,8138,5190,4599,0,0,0,53643,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.61 - Datatilsynet,Andet
46 - Jurister/økonomer,Kontorchef,LR 37 (m.åremål),4.0,55878,0,13515,642,5233,12159,2500,0,89927,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.61 - Datatilsynet,Andet
46 - Jurister/økonomer,Specialkonsulent,LR 35 (u.åremål),13.6,46604,0,9256,32,3355,105,1296,0,60648,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.61 - Datatilsynet,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 3, Hovedstad, Løntrin 1",4.8,30748,0,5944,535,3974,612,116,0,41928,"2025, 3. kvt.",§11 - Justitsministeriet,§11.11.61 - Datatilsynet,Andet
22 - Civiløkonomer,Chefkonsulent,LR 36 (u.åremål),9.0,50759,0,10274,211,4791,0,665,7,66707,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
22 - Civiløkonomer,Specialkonsulent,LR 35 (u.åremål),8.0,46612,0,9151,151,2448,334,0,0,58695,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
36 - Bygningskonstruktør,Bygningskonstruktør,AC basisløntrin 7,5.0,34099,0,7783,1853,6552,0,0,0,50287,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
38 - Bibliotekarer,Specialkonsulent,LR 35 (u.åremål),4.0,46539,0,8919,0,1724,0,750,0,57932,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
39 - Erhvervss.kandidater,Chefkonsulent,LR 36 (u.åremål),7.0,51012,0,10984,0,7767,910,738,1,71413,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
39 - Erhvervss.kandidater,Specialkonsulent,LR 35 (u.åremål),12.6,46511,0,9295,0,2117,1682,438,80,60123,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
43 - Arkitekter,Specialkonsulent,LR 35 (u.åremål),4.0,46335,0,9381,0,4485,0,0,0,60202,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,Bilinspektør (C.ing),LR 35 (u.åremål),5.0,46778,0,10133,90,8110,0,250,1746,67107,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,Chefkonsulent,LR 36 (u.åremål),35.7,50023,0,10581,102,7102,225,864,0,68898,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,Fuldmægtig,"AC basisløntrin 4, 2-årigt",5.0,29311,0,7485,3017,8930,0,683,0,49427,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,Sektionsleder,LR 36 (pers.ledelse u.åremål),7.0,52921,0,12574,77,15493,0,1845,0,82910,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,Specialkonsulent,LR 35 (u.åremål),32.0,46683,239,9640,73,4890,366,455,14,62361,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Advokaturchef,LR 37 (m.åremål),21.0,57546,0,14039,0,6852,12196,3945,0,94578,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Afdelingschef,LR 38 (m.åremål),5.0,63258,0,18299,0,18991,17997,0,0,118546,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Afdelingsleder,LR 36 (pers.ledelse u.åremål),5.0,52921,0,12073,648,10777,1369,2167,0,79955,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Analytiker,LR 35 (u.åremål),10.9,47126,0,9026,0,1210,509,559,0,58430,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Analytiker,"AC basisløntrin 4, 2-årigt",5.0,29311,0,6184,3771,1206,0,0,0,40473,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Analytiker,AC basisløntrin 5,6.1,30894,767,6792,3688,2303,0,340,0,44783,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Analytiker,AC basisløntrin 6,7.8,33668,0,7723,4249,3757,394,133,0,49925,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Analytiker,AC basisløntrin 8,20.9,35716,0,8038,5058,3503,657,242,0,53214,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Anklager,LR 35 (u.åremål),9.7,46544,0,9095,0,1097,1564,1076,69,59445,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Anklager,AC basisløntrin 6,23.0,33669,0,7447,4306,1683,1786,726,366,49983,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Anklager,AC basisløntrin 8,139.4,35716,0,8100,4907,2160,2080,1202,280,54445,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Anklagerfuldmægtig,"AC basisløntrin 4, 2-årigt",103.0,29311,0,6160,3771,20,1055,195,81,40594,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Anklagerfuldmægtig,AC basisløntrin 5,58.2,31590,0,6666,3771,117,1448,1191,274,45058,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Anklagerfuldmægtig,AC basisløntrin 6,25.8,33669,0,7201,4306,323,1431,939,270,48139,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Anklagerfuldmægtig,AC basisløntrin 8,41.3,35716,0,7851,4951,1033,1646,741,232,52170,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Centerchef,LR 36 (pers.ledelse m.åremål),9.0,52921,0,14586,0,13562,13140,1852,0,96062,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Centerchef,LR 36 (pers.ledelse u.åremål),9.0,52921,0,13260,0,19362,0,1019,0,86562,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Centerchef,LR 37 (m.åremål),11.3,56459,0,14490,0,10887,11744,1039,-12,94606,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Centerchef,LR 37 (u.åremål),5.0,56286,0,12984,2156,21263,0,0,0,92689,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Chefkonsulent,LR 36 (u.åremål),160.6,50372,103,10455,109,5012,483,767,3,67304,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Chefkonsulent,LR 36 (pers.ledelse u.åremål),15.0,52921,0,12202,1256,12251,0,1807,0,80438,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Faglærer,AC basisløntrin 8,5.0,35716,0,8116,0,8104,0,0,0,51937,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Fuldmægtig,"AC basisløntrin 4, 2-årigt",67.9,29311,0,6240,3771,1476,51,203,0,41053,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 5,43.7,31590,0,6915,3795,2384,115,477,0,45276,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 6,31.7,33669,0,7462,4017,3740,0,537,0,49424,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Fuldmægtig,AC basisløntrin 8,75.5,35716,0,7972,4720,3317,573,332,8,52639,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Juridisk Konsulent,AC basisløntrin 8,6.7,35716,0,7914,5326,3094,0,746,0,52796,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Konsulent,AC basisløntrin 6,4.0,33669,0,7335,3221,3558,0,0,0,47782,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Konsulent,AC basisløntrin 8,5.0,35716,0,7816,5198,2844,0,0,0,51573,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Sekretariatschef,LR 37 (m.åremål),6.0,57264,0,14667,0,9694,13115,1885,1028,97653,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Sektionsleder,LR 36 (pers.ledelse u.åremål),89.7,52921,0,11723,118,10345,169,2448,115,77838,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Senioranklager,LR 35 (u.åremål),30.2,47732,0,9820,42,4919,525,3473,70,66581,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Senioranklager,LR 36 (u.åremål),8.8,50175,0,11104,113,7136,1748,2792,53,73122,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Senioranklager,AC basisløntrin 8,52.9,35716,0,9303,6027,7479,574,2368,220,61687,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Specialanklager,LR 35 (u.åremål),76.0,48114,76,10663,30,7919,1461,3750,127,72141,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Specialanklager,LR 36 (u.åremål),62.1,50615,79,11096,32,8029,1543,3485,94,74973,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Specialkonsulent,LR 35 (u.åremål),274.7,46748,0,9126,12,2453,151,342,0,58833,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Økonomichef,LR 36 (pers.ledelse u.åremål),6.0,52921,0,13352,0,14674,0,1319,0,82267,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Analytiker,"AC basisløntrin 4, 2-årigt",4.0,29311,0,6515,3771,3037,0,417,0,43050,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Analytiker,AC basisløntrin 5,7.0,31590,0,7194,3771,4519,0,726,0,47801,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Analytiker,AC basisløntrin 8,7.6,35716,0,7966,5154,3655,0,109,0,52600,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Chefkonsulent,LR 36 (u.åremål),99.0,50291,0,10172,59,4689,62,707,0,65980,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Faglærer,AC basisløntrin 8,3.9,35716,0,8147,0,8253,0,532,0,52648,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Fuldmægtig,AC basisløntrin 1,4.0,26820,0,5734,3771,1210,0,0,0,37536,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Fuldmægtig,"AC basisløntrin 4, 2-årigt",15.4,29311,0,6400,3855,2350,0,216,0,42132,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Fuldmægtig,AC basisløntrin 5,8.8,31590,0,7291,3893,3505,364,399,0,47042,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Fuldmægtig,AC basisløntrin 6,8.6,33668,0,8154,3834,4930,0,758,0,51345,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Fuldmægtig,AC basisløntrin 8,28.4,35716,0,7867,4589,3337,187,319,1,52017,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Psykolog,LR 35 (u.åremål),5.0,48547,0,9794,100,4458,0,933,0,63833,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Psykolog,LR 36 (u.åremål),7.6,49874,0,10142,208,4732,211,970,0,66136,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Sektionsleder,LR 36 (pers.ledelse u.åremål),14.0,52921,0,11443,37,9158,115,1518,0,75192,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Specialkonsulent,LR 35 (u.åremål),128.4,46605,0,9108,22,2223,163,368,0,58489,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Tekniker,AC basisløntrin 8,6.0,35716,0,7912,0,6976,0,139,0,50743,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
49 - Magistre,Underviser,AC basisløntrin 8,9.0,35716,0,8027,0,7610,0,324,0,51678,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
54 - Maskinmestre,Maskinmester,Trin 1,4.9,32997,0,9771,0,19581,0,374,56,62779,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
60 - Journalister,Analytiker,Løntrin 7,5.0,34033,0,9568,299,17031,734,583,0,62249,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
60 - Journalister,Informationsspecialist,Løntrin 7,3.3,34033,0,9491,208,17393,0,702,0,61828,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
60 - Journalister,Kommunikationskonsulent,Løntrin 7,7.0,34033,0,9642,208,16826,1425,298,0,62432,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
60 - Journalister,Kommunikationsrådgiver,Løntrin 7,8.0,34033,0,9736,269,16209,2480,208,0,62935,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
103 - Særligt aflønnede,Chefkonsulent,Trin 0,11.9,49980,0,10135,7697,0,0,586,0,68398,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
103 - Særligt aflønnede,Konsulent,Trin 0,61.3,36150,0,5990,1859,0,0,234,62,44294,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
103 - Særligt aflønnede,Operatør,Trin 0,28.8,30456,0,4057,1727,0,0,150,4897,41287,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
103 - Særligt aflønnede,Specialkonsulent,Trin 0,12.1,46736,530,8546,2256,0,0,448,9,58525,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
175 - Daktyloskopit. og måleoperatør,Daktyloskopitekniker,Trin 2,11.0,34177,0,7511,32,3922,1028,129,408,47205,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
175 - Daktyloskopit. og måleoperatør,Operatør,Trin 1,97.4,25007,0,5081,156,733,37,150,2478,33642,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
179 - Håndværkere og Teknikere,Elektriker,"Hovedstad, Løntrin 1",4.4,29927,0,7430,0,13290,366,874,98,51984,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
179 - Håndværkere og Teknikere,Håndværker,"Hovedstad, Løntrin 1",7.3,29927,0,7282,50,9878,2813,619,597,51166,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
179 - Håndværkere og Teknikere,Våbenmekaniker,"Hovedstad, Løntrin 1",7.0,29927,0,6754,0,8958,606,595,222,47062,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
193 - Socialrådgivere,Konsulent,Trin 1,5.0,33077,0,7802,100,7416,146,233,100,48875,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
193 - Socialrådgivere,Socialrådgiver,Trin 1,14.0,34020,0,7966,0,7496,115,250,65,49912,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
193 - Socialrådgivere,Socialrådgiver,Løntrin 2,19.8,31472,0,7545,42,7311,62,164,458,47054,"2025, 3. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
