Personalekategori,Stilling,Løntrin,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
"506 - Musikere, Ok",Musiker,Trin 7,5.0,34630,0,7905,4192,3393,0,0,0,50120,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
"643 - Officerer m.fl. OK, HOD",Kaptajn,Trin 1,70.0,33606,81,8599,10965,1788,100,755,2646,58541,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
"643 - Officerer m.fl. OK, HOD",Løjtnant,Trin 3,53.0,27208,0,7137,9973,804,104,547,435,46207,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
"643 - Officerer m.fl. OK, HOD",Major,Trin 1,22.1,49518,354,9994,986,3191,0,1423,514,65979,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
"643 - Officerer m.fl. OK, HOD",Premierløjtnant,Trin 1,93.0,29621,0,7995,12333,662,0,809,2344,53764,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
188 - Officerer,Kaptajn,Trin 2,5.0,33671,0,9966,21720,2032,3009,700,5379,76477,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
188 - Officerer,Major,Trin 5,4.0,39462,0,11117,7717,1131,7591,781,255,68055,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
188 - Officerer,Orlogskaptajn,Trin 5,4.0,39462,0,8772,11609,0,5998,2055,1219,69115,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
208 - Stampers.Tjm. CS,Korporal (CS),Trin 1,4.0,25015,0,5593,11003,5829,648,1250,4317,53655,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
208 - Stampers.Tjm. CS,Seniorsergent,Trin 7,11.0,27614,0,6097,8381,3985,545,606,3932,51161,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
216 - Stampersonel HKKF,Korporal,Trin 3,5.0,24813,0,4852,11626,2106,251,1013,1832,46494,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
216 - Stampersonel HKKF,Overkonstabel,Trin 1,7.0,24547,0,4530,19999,1615,0,608,962,52260,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
216 - Stampersonel HKKF,Overkonstabel-1,Trin 1,6.0,25062,0,4689,9534,1177,0,396,1895,42753,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
268 - Stampersonel (OK- CS),Oversergent,Trin 1,4.0,28058,0,6603,7327,4664,399,625,3811,51486,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
268 - Stampersonel (OK- CS),Sergent,Trin 1,7.0,26029,0,5604,4546,971,0,129,1808,39087,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
"643 - Officerer m.fl. OK, HOD",Kaptajn,Trin 1,9.0,33671,0,8211,7484,2290,1316,1065,2313,56350,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
"643 - Officerer m.fl. OK, HOD",Premierløjtnant,Trin 1,15.0,29630,0,7629,9151,2590,447,1599,2200,53245,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
171 - Stampers.Tjm. HKKF,Korporal (HKKF),Trin 1,9.0,27671,0,5636,7039,2703,0,815,1402,45266,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
171 - Stampers.Tjm. HKKF,Overkonstabel-1,Trin 1,7.0,25030,0,5046,4732,2639,0,167,2367,39982,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
188 - Officerer,Kaptajn,Trin 2,12.0,33671,0,7438,10764,1408,4522,1030,6296,65129,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
188 - Officerer,Major,Trin 4,10.0,37173,0,9709,7459,1276,5309,717,5852,67495,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
188 - Officerer,Major,Trin 5,20.0,39462,0,9650,8155,1337,5807,826,3986,69223,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
188 - Officerer,Oberstløjtnant,Trin 1,4.0,53548,0,10723,4653,5747,0,3458,1815,79943,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
208 - Stampers.Tjm. CS,Chefsergent,Trin 8,12.0,31134,0,7177,8030,5298,0,236,3277,55152,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
208 - Stampers.Tjm. CS,Korporal (CS),Trin 1,5.0,25015,0,5539,6872,3805,0,1100,6316,48647,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
208 - Stampers.Tjm. CS,Marinespecialist (MSPC) (GL),Trin 4,9.0,24366,0,5187,6808,2905,0,445,9516,49227,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
208 - Stampers.Tjm. CS,Oversergent,Trin 6,5.0,26125,0,5637,9429,4083,0,333,7476,53084,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
208 - Stampers.Tjm. CS,Oversergent,Trin 7,4.0,27614,0,6633,11419,3014,0,1011,6504,56196,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
208 - Stampers.Tjm. CS,Seniorsergent,Trin 7,43.0,27614,0,6800,11102,3234,204,708,5725,55386,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
216 - Stampersonel HKKF,Konstabel,Trin 1,7.0,24160,0,4428,22790,0,0,243,771,52392,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
216 - Stampersonel HKKF,Korporal,Trin 3,6.0,24813,0,5078,11090,897,0,414,4060,46352,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
216 - Stampersonel HKKF,Overkonstabel,Trin 1,4.0,24160,0,4278,9680,479,0,500,3817,42914,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
240 - Kontorfunktionærer,Overassistent,"Løngrp. 2, Provins, Sats II",4.0,28295,0,4944,0,3031,0,745,51,37065,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
268 - Stampersonel (OK- CS),Marineelev,Trin 1,3.5,22279,0,4132,1480,0,0,0,0,27891,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
268 - Stampersonel (OK- CS),Marinekonstabel,Trin 1,10.0,23929,0,5564,8646,301,0,478,7609,46527,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
268 - Stampersonel (OK- CS),Marineoverkonstabel,Trin 1,10.0,24403,0,5986,10913,180,0,785,9701,51969,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
268 - Stampersonel (OK- CS),Marineoverkonstabel,Trin 2,10.0,24098,0,5722,8714,751,0,1657,7631,48574,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
268 - Stampersonel (OK- CS),Oversergent,Trin 1,40.0,27687,0,6942,8293,1659,0,896,8270,53746,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
268 - Stampersonel (OK- CS),Seniorsergent,Trin 1,15.0,28988,0,7474,8361,3053,0,1066,6998,55939,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
268 - Stampersonel (OK- CS),Sergent,Trin 1,55.0,25996,0,6411,9447,697,27,636,8741,51956,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
276 - Stampersonel Cs,Oversergent,Trin 6,8.0,26125,0,6748,11432,1380,0,575,9091,55351,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
"643 - Officerer m.fl. OK, HOD",Kaptajn,Trin 1,13.8,33671,0,8050,6280,2954,0,614,2888,54457,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
"643 - Officerer m.fl. OK, HOD",Major,Trin 1,4.0,50871,0,11106,2194,5905,932,1000,3884,75892,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
"643 - Officerer m.fl. OK, HOD",Premierløjtnant,Trin 1,13.5,29630,0,7912,13258,690,0,721,7504,59715,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
54 - Maskinmestre,Maskinmester,Trin 1,5.0,32997,0,7098,133,7245,0,250,277,48001,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
171 - Stampers.Tjm. HKKF,Korporal (HKKF),Trin 1,24.0,27548,0,5862,9574,1686,0,496,235,45402,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
171 - Stampers.Tjm. HKKF,Overkonstabel-1,Trin 1,60.0,26596,0,5580,7449,1469,0,482,867,42442,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
188 - Officerer,Kaptajn,Trin 2,9.0,33671,0,7164,5183,901,5597,889,242,53645,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
188 - Officerer,Major,Trin 5,13.0,39462,0,9746,7771,984,7650,1340,231,67183,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
188 - Officerer,Oberstløjtnant,Trin 1,4.0,53548,0,12847,6030,9114,0,4700,89,86327,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
200 - SPEC.ARB (3F),Lager - og logistikoperatør,Trin 1,24.0,27745,0,4972,1520,2088,0,483,65,36872,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
200 - SPEC.ARB (3F),Specialarbejder,Trin 1,60.5,25145,0,4642,1825,2264,0,300,53,34229,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
201 - Tjenestemænd,Overværkmester,Trin 74,9.0,35536,0,7144,1556,5626,0,1060,36,50957,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
201 - Tjenestemænd,Overværkmester,Trin 75,5.0,38248,0,8015,2345,7880,0,333,671,57493,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
208 - Stampers.Tjm. CS,Chefsergent,Trin 8,18.0,31134,0,7262,10061,3900,0,859,213,53428,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
208 - Stampers.Tjm. CS,Flyverspecialist,Trin 4,51.1,24301,93,5742,8542,1850,422,838,1641,43431,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
208 - Stampers.Tjm. CS,Korporal (CS),Trin 1,16.3,24600,642,5838,9593,1720,0,1166,2068,45628,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
208 - Stampers.Tjm. CS,Marinespecialist (MSPC) (GL),Trin 4,13.8,24366,0,5659,11016,1418,0,727,1579,44764,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
208 - Stampers.Tjm. CS,Oversergent,Trin 6,21.0,26125,0,6029,10369,1873,0,735,447,45577,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
208 - Stampers.Tjm. CS,Oversergent,Trin 7,13.3,27052,859,6679,9385,3403,0,839,1061,49277,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
208 - Stampers.Tjm. CS,Seniorsergent,Trin 7,58.7,27551,92,6776,10129,3785,0,635,470,49436,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
"209 - CS CIV, OK",Materielforvalter,Trin 67,5.0,30029,0,6493,598,2965,0,500,143,40728,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
"209 - CS CIV, OK",Overværkmester,Trin 74,25.3,35536,0,7951,647,4662,0,461,293,49550,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
"209 - CS CIV, OK",Overværkmester,Trin 75,10.0,38248,0,8528,423,6160,0,542,400,54300,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
"209 - CS CIV, OK",Værkmester,Trin 72,18.0,33230,0,7764,2327,5000,0,671,160,49152,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
211 - Tjenestemandslignende,Overværkmester,Trin 74,16.0,35536,0,7918,1410,6232,0,635,496,52226,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
211 - Tjenestemandslignende,Overværkmester,Trin 75,14.0,38248,0,8612,2008,6199,0,834,558,56459,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
211 - Tjenestemandslignende,Værkmester,Trin 72,14.0,33230,0,7805,2587,6291,0,774,73,50760,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
216 - Stampersonel HKKF,Konstabel,Trin 1,26.0,25722,0,5059,4756,771,581,45,734,37668,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
216 - Stampersonel HKKF,Overkonstabel,Trin 1,16.0,25724,0,5067,4442,1052,420,213,413,37331,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
216 - Stampersonel HKKF,Overkonstabel-1,Trin 1,67.9,25721,0,5029,4937,727,46,330,471,37260,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,Automekaniker,Trin 1,34.8,28580,0,5302,1459,3576,0,572,253,39743,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,Datafagtekniker,Trin 1,9.0,28580,0,5764,2944,4575,0,630,2169,44662,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,Elektriker,Trin 1,76.8,28580,0,5421,1267,4102,0,419,831,40619,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,Elektromekaniker,Trin 1,4.0,28917,0,5423,1179,4454,0,313,236,40521,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,Elektronikfagtekniker,Trin 1,41.8,28741,0,5378,615,3965,0,333,728,39760,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,Elektronikmekaniker,Trin 1,64.8,28684,0,5431,2254,3895,33,474,1160,41930,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,Faglært Arbejder,Trin 1,9.0,28580,0,5199,59,3780,0,491,666,38775,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,Flymekaniker M.UDD,Trin 1,39.6,28614,0,5857,3504,4542,0,306,147,42970,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,Flymekaniker U.UDD,Trin 1,17.3,28580,0,5741,2784,4571,0,425,179,42279,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,Industritekniker,Trin 1,23.0,28580,0,5239,581,3579,0,157,549,38685,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,Instrumentmager,Trin 1,4.0,29253,0,5513,1955,3893,0,250,65,40930,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,Kleinsmed,Trin 1,57.0,28580,0,5521,2567,3535,0,392,124,40719,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,Lastvognsmekaniker,Trin 1,62.6,28601,0,5159,285,3459,0,410,200,38113,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,Maler,Trin 1,20.8,28645,0,5512,2071,3853,0,389,40,40508,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,Maskinarbejder,Trin 1,49.6,28580,0,5333,1907,3543,0,525,451,40338,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,Mekaniker,Trin 1,35.0,28657,0,5253,890,3492,0,335,329,38956,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,Skibsmontør,Trin 1,20.0,28580,0,5196,233,3832,0,329,1094,39264,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,Smed,Trin 1,17.0,28580,0,5249,1013,3448,0,547,66,38901,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,Værktøjsmager,Trin 1,6.0,28580,0,5397,1973,3082,0,431,173,39635,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
240 - Kontorfunktionærer,Afdelingsleder-2,"Løngrp. 3, Provins, Løntrin 3",9.5,35287,0,6107,504,3188,0,677,197,45961,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
240 - Kontorfunktionærer,Afdelingsleder-3,"Løngrp. 3, Provins, Løntrin 4",4.0,37981,0,6797,0,4882,0,875,176,50711,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
240 - Kontorfunktionærer,Kontorfuldmægtig,"Løngrp. 3, Provins, Løntrin 1",5.0,29819,0,5355,967,3040,0,0,16,39198,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
240 - Kontorfunktionærer,Overassistent,Trin 2,3.9,28294,0,5240,1244,3424,0,431,17,38651,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
240 - Kontorfunktionærer,Overassistent,"Løngrp. 2, Provins, Sats II",44.2,28208,100,5050,1025,2787,0,363,37,37572,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
268 - Stampersonel (OK- CS),Flyverkonstabel,Trin 1,52.0,23217,0,4884,2063,314,356,27,69,30930,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
268 - Stampersonel (OK- CS),Flyveroverkonstabel,Trin 1,43.0,23217,0,5180,3454,353,231,339,423,33198,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
268 - Stampersonel (OK- CS),Flyveroverkonstabel,Trin 2,29.1,23987,146,5796,5861,443,30,827,1347,38436,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
268 - Stampersonel (OK- CS),Flyverspecialist,Trin 1,5.0,25589,0,6437,6330,1342,0,1618,700,42016,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
268 - Stampersonel (OK- CS),Flyverspecialist,Trin 2,58.1,23986,145,6123,6458,1011,0,694,1521,39938,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
268 - Stampersonel (OK- CS),Korporal,Trin 1,6.0,25372,0,5936,4620,1496,0,792,226,38442,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
268 - Stampersonel (OK- CS),Marineoverkonstabel,Trin 2,7.0,24098,0,6058,6747,1629,0,431,1409,40373,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
268 - Stampersonel (OK- CS),Marinespecialist,Trin 2,6.0,24098,0,6334,7816,2276,0,832,1935,43291,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
268 - Stampersonel (OK- CS),Oversergent,Trin 1,10.0,27687,0,7042,7330,1784,606,676,1039,46165,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
268 - Stampersonel (OK- CS),Seniorsergent,Trin 1,14.1,28988,0,7631,7922,3104,0,611,800,49055,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
268 - Stampersonel (OK- CS),Sergent,Trin 1,19.0,25867,0,6280,6290,1035,374,726,812,41384,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
276 - Stampersonel Cs,Flyverspecialist,Trin 4,4.0,24366,0,6028,7943,999,0,356,761,40453,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
"643 - Officerer m.fl. OK, HOD",Kaptajn,Trin 1,9.0,33671,0,8039,6317,2753,0,935,0,51716,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
"643 - Officerer m.fl. OK, HOD",Premierløjtnant,Trin 1,9.0,29630,0,7072,7095,627,0,324,48,44797,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
"645 - Faglærere, OK",Faglærer,Trin 7,10.8,31516,0,7778,7504,3331,0,279,546,50955,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
46 - Jurister/økonomer,Adjunkt,AC basisløntrin 8,5.0,35716,0,8526,5095,6022,0,750,0,56110,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
46 - Jurister/økonomer,Fuldmægtig,"AC basisløntrin 4, 2-årigt",4.0,29311,0,6372,3771,2339,0,0,0,41793,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
46 - Jurister/økonomer,Lektor,AC basisløntrin 8,6.0,35716,0,10535,9380,12251,0,1250,0,69132,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
46 - Jurister/økonomer,Specialkonsulent,LR 35 (u.åremål),9.4,46389,0,9169,122,3130,0,821,0,59631,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
49 - Magistre,Adjunkt,AC basisløntrin 8,9.0,35716,0,8686,5066,6135,0,634,0,56238,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
49 - Magistre,Chefkonsulent m. personaleled,LR 36 (pers.ledelse u.åremål),5.0,52921,0,10721,0,5222,0,667,0,69532,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
49 - Magistre,Fuldmægtig,AC basisløntrin 8,5.0,35716,0,7759,5504,3254,0,667,0,52900,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
49 - Magistre,Lektor,AC basisløntrin 8,13.0,35716,0,10116,9380,8755,1023,673,0,65663,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
49 - Magistre,Specialkonsulent,LR 35 (u.åremål),12.0,46520,0,9190,405,2953,0,486,0,59554,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
49 - Magistre,Studielektor,AC basisløntrin 8,12.0,35716,0,9407,7519,7762,0,803,0,61207,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
"116 - Individuel kontrakt, TOLKE/CIV",Tolk,Trin 1,23.0,28883,0,5110,3761,0,0,0,3410,41164,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
171 - Stampers.Tjm. HKKF,Korporal (HKKF),Trin 1,7.0,27617,0,5756,7104,2760,246,743,299,44525,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
171 - Stampers.Tjm. HKKF,Korporal (HKKF),Trin 3,7.0,24813,0,5081,4834,3771,287,726,2439,41951,"2025, 2. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
