Personalekategori,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
44 - Ingeniører,11.0,40102,0,8058,1947,4416,0,962,43,55529,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
46 - Jurister/økonomer,463.5,40677,0,8063,2903,2012,730,890,12,55287,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
49 - Magistre,144.3,36650,0,7227,3633,1364,383,513,5,49777,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
93 - Særligt aflønnede,21.9,43106,0,7982,2215,0,0,646,18,53967,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
201 - Tjenestemænd,4.9,36577,0,7529,4543,4879,977,1062,206,55774,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
238 - IT-medarbejdere,28.0,35750,0,6657,50,7088,0,586,73,50204,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
240 - Kontorfunktionærer,247.7,29821,0,4998,79,2170,140,496,210,37915,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.20 - Erhvervsstyrelsen,Styrelse
44 - Ingeniører,47.5,38084,0,9231,672,13485,512,673,120,62778,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.41 - Patent- og Varemærkestyrelsen,Styrelse
46 - Jurister/økonomer,44.9,44864,0,9329,3860,2484,1875,1676,31,64119,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.41 - Patent- og Varemærkestyrelsen,Styrelse
49 - Magistre,18.0,44094,0,9352,1422,7173,1104,1574,25,64744,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.41 - Patent- og Varemærkestyrelsen,Styrelse
238 - IT-medarbejdere,15.0,40841,0,7709,30,11146,405,634,21,60786,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.41 - Patent- og Varemærkestyrelsen,Styrelse
240 - Kontorfunktionærer,35.5,31743,0,5624,586,4040,106,336,30,42464,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.21.41 - Patent- og Varemærkestyrelsen,Styrelse
44 - Ingeniører,39.9,39787,0,8070,106,5840,265,508,24,54600,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.22.41 - Sikkerhedsstyrelsen,Styrelse
46 - Jurister/økonomer,53.2,43005,0,8591,3359,1545,1866,1185,0,59551,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.22.41 - Sikkerhedsstyrelsen,Styrelse
49 - Magistre,14.9,38811,0,7341,1938,1527,0,336,31,49985,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.22.41 - Sikkerhedsstyrelsen,Styrelse
50 - Tekniske funktionærer,18.8,34490,0,6667,72,8303,71,332,68,50004,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.22.41 - Sikkerhedsstyrelsen,Styrelse
54 - Maskinmestre,8.0,32863,0,7170,0,7850,0,313,52,48247,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.22.41 - Sikkerhedsstyrelsen,Styrelse
60 - Journalister,5.0,31931,0,6721,220,6972,1033,583,0,47460,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.22.41 - Sikkerhedsstyrelsen,Styrelse
93 - Særligt aflønnede,5.9,43769,0,8247,3288,0,0,324,0,55628,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.22.41 - Sikkerhedsstyrelsen,Styrelse
238 - IT-medarbejdere,13.7,32271,0,5736,22,4756,0,546,26,43357,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.22.41 - Sikkerhedsstyrelsen,Styrelse
240 - Kontorfunktionærer,40.3,27802,0,4768,31,3075,0,248,1,35926,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.22.41 - Sikkerhedsstyrelsen,Styrelse
22 - Civiløkonomer,6.0,44495,0,9571,807,9702,0,2018,106,66699,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.23.01 - Finanstilsynet,Andet
46 - Jurister/økonomer,338.3,42322,0,9065,4203,5107,1034,2753,13,64498,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.23.01 - Finanstilsynet,Andet
49 - Magistre,17.0,43115,0,9058,1362,7615,76,1297,38,62561,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.23.01 - Finanstilsynet,Andet
93 - Særligt aflønnede,9.0,48572,0,10386,10910,0,0,4033,54,73955,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.23.01 - Finanstilsynet,Andet
238 - IT-medarbejdere,10.0,39480,0,7194,43,7751,0,1531,72,56071,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.23.01 - Finanstilsynet,Andet
240 - Kontorfunktionærer,36.8,29008,0,4943,130,3548,10,1058,21,38719,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.23.01 - Finanstilsynet,Andet
44 - Ingeniører,3.7,46146,0,11190,0,17669,478,270,0,75754,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.25.03 - Udbytte fra Nordsøfonden,Andet
46 - Jurister/økonomer,4.9,48284,0,12991,1470,22037,3010,1685,0,89477,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.25.03 - Udbytte fra Nordsøfonden,Andet
49 - Magistre,3.8,47071,0,11654,144,19719,0,1093,161,79842,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.25.03 - Udbytte fra Nordsøfonden,Andet
44 - Ingeniører,10.0,40877,0,8613,996,7437,230,910,178,59241,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.71.01 - Søfartsstyrelsen,Styrelse
46 - Jurister/økonomer,68.0,43880,0,8727,3070,2039,1359,1236,37,60346,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.71.01 - Søfartsstyrelsen,Styrelse
49 - Magistre,11.5,42836,0,8147,2218,983,846,776,37,55844,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.71.01 - Søfartsstyrelsen,Styrelse
54 - Maskinmestre,14.0,32863,0,7322,194,8748,0,527,63,49717,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.71.01 - Søfartsstyrelsen,Styrelse
86 - Jordbrugsakademikere,4.0,36620,0,7239,3252,2177,0,443,0,49731,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.71.01 - Søfartsstyrelsen,Styrelse
93 - Særligt aflønnede,49.1,43000,0,7887,3511,0,405,896,448,56147,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.71.01 - Søfartsstyrelsen,Styrelse
201 - Tjenestemænd,21.9,32851,0,7361,1044,11963,558,898,136,54811,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.71.01 - Søfartsstyrelsen,Styrelse
238 - IT-medarbejdere,4.0,43027,0,7218,0,3776,0,1083,0,55105,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.71.01 - Søfartsstyrelsen,Styrelse
240 - Kontorfunktionærer,33.4,28088,0,4900,170,2641,0,306,18,36123,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.71.01 - Søfartsstyrelsen,Styrelse
251 - Sygeplejersker,8.0,33939,0,7274,86,4683,0,410,102,46495,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.71.01 - Søfartsstyrelsen,Styrelse
"521 - Skibassistenter, m.fl.",6.0,28239,0,5297,0,9362,0,878,0,43776,"2024, 3. kvt.",§8 - Erhvervsministeriet,§8.71.01 - Søfartsstyrelsen,Styrelse
201 - Tjenestemænd,240.1,38086,0,5945,6807,10,11,224,863,51947,"2024, 3. kvt.",§88 - Udenfor finansloven,§88.28.61 - DSB Koncern,Andet
"9801 - DSB, DJ-tjenestemænd ny løn",687.2,32709,0,6666,1977,9092,671,191,3701,55006,"2024, 3. kvt.",§88 - Udenfor finansloven,§88.28.61 - DSB Koncern,Andet
201 - Tjenestemænd,33.6,35525,0,5848,5606,0,0,172,1816,48967,"2024, 3. kvt.",§88 - Udenfor finansloven,§88.28.63 - Udlånte tjenestemænd,Andet
"9801 - DSB, DJ-tjenestemænd ny løn",55.6,31966,0,6235,3946,6391,392,2238,3572,54740,"2024, 3. kvt.",§88 - Udenfor finansloven,§88.28.63 - Udlånte tjenestemænd,Andet
39 - Erhvervss.kandidater,6.0,43575,0,8495,2497,1095,1717,2292,0,59671,"2024, 3. kvt.",§9 - Skatteministeriet,§9.11.01 - Departementet,Departement
46 - Jurister/økonomer,216.4,43570,44,8986,1767,4887,1787,2459,25,63526,"2024, 3. kvt.",§9 - Skatteministeriet,§9.11.01 - Departementet,Departement
49 - Magistre,13.0,42312,0,7909,1197,1910,0,1314,0,54641,"2024, 3. kvt.",§9 - Skatteministeriet,§9.11.01 - Departementet,Departement
60 - Journalister,4.0,36648,0,11196,208,25124,0,729,0,73906,"2024, 3. kvt.",§9 - Skatteministeriet,§9.11.01 - Departementet,Departement
240 - Kontorfunktionærer,23.1,30297,0,5438,261,4825,0,702,48,41572,"2024, 3. kvt.",§9 - Skatteministeriet,§9.11.01 - Departementet,Departement
22 - Civiløkonomer,4.4,43165,0,8414,1954,3425,0,2296,0,59254,"2024, 3. kvt.",§9 - Skatteministeriet,§9.11.02 - Skatteankestyrelsen,Styrelse
46 - Jurister/økonomer,411.6,41199,30,8194,2298,2912,718,1261,13,56624,"2024, 3. kvt.",§9 - Skatteministeriet,§9.11.02 - Skatteankestyrelsen,Styrelse
49 - Magistre,14.0,41318,0,8171,2022,3188,637,1760,0,57096,"2024, 3. kvt.",§9 - Skatteministeriet,§9.11.02 - Skatteankestyrelsen,Styrelse
238 - IT-medarbejdere,4.0,33399,0,5967,0,5062,0,0,10,44439,"2024, 3. kvt.",§9 - Skatteministeriet,§9.11.02 - Skatteankestyrelsen,Styrelse
240 - Kontorfunktionærer,77.8,29773,0,4891,15,2126,0,499,19,37323,"2024, 3. kvt.",§9 - Skatteministeriet,§9.11.02 - Skatteankestyrelsen,Styrelse
243 - Tjenestemænd,8.6,43353,0,7623,79,3529,0,1208,116,55909,"2024, 3. kvt.",§9 - Skatteministeriet,§9.11.02 - Skatteankestyrelsen,Styrelse
257 - Fuldmægtige m.fl.,21.2,40275,0,8355,1300,2426,0,1277,37,53671,"2024, 3. kvt.",§9 - Skatteministeriet,§9.11.02 - Skatteankestyrelsen,Styrelse
46 - Jurister/økonomer,5.0,50681,0,11447,0,12743,2357,1667,0,78894,"2024, 3. kvt.",§9 - Skatteministeriet,§9.11.03 - Tilsynet med told- og skatteforvaltningens it-område,Andet
22 - Civiløkonomer,294.7,39461,152,7799,3009,2360,123,1196,27,54127,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.01 - Skattestyrelsen,Styrelse
38 - Bibliotekarer,6.7,36079,0,6925,3140,895,0,685,56,47780,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.01 - Skattestyrelsen,Styrelse
39 - Erhvervss.kandidater,36.2,40926,129,7967,2222,2183,0,904,0,54331,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.01 - Skattestyrelsen,Styrelse
44 - Ingeniører,33.8,40700,0,7766,1854,2472,0,802,21,53614,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.01 - Skattestyrelsen,Styrelse
46 - Jurister/økonomer,1853.1,40791,223,8073,2330,2512,588,1169,15,55700,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.01 - Skattestyrelsen,Styrelse
49 - Magistre,235.4,39189,72,7702,2620,2341,285,860,4,53074,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.01 - Skattestyrelsen,Styrelse
60 - Journalister,7.0,37107,0,8996,1042,11220,1053,952,0,60371,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.01 - Skattestyrelsen,Styrelse
86 - Jordbrugsakademikere,6.9,41802,0,8070,2345,2034,442,1265,61,56019,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.01 - Skattestyrelsen,Styrelse
201 - Tjenestemænd,49.0,49304,0,9697,274,10124,204,5026,145,74773,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.01 - Skattestyrelsen,Styrelse
207 - Tjenestemænd (åremål),10.0,58334,0,11710,131,14843,12252,6000,151,103420,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.01 - Skattestyrelsen,Styrelse
238 - IT-medarbejdere,16.2,37796,0,6584,386,4259,133,1015,42,50215,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.01 - Skattestyrelsen,Styrelse
240 - Kontorfunktionærer,1303.0,30784,34,5180,47,2005,244,774,49,39116,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.01 - Skattestyrelsen,Styrelse
243 - Tjenestemænd,479.1,42445,290,7396,205,2323,170,1073,131,54034,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.01 - Skattestyrelsen,Styrelse
257 - Fuldmægtige m.fl.,767.8,41089,291,8388,931,2441,186,1252,84,54662,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.01 - Skattestyrelsen,Styrelse
22 - Civiløkonomer,43.0,39733,158,8401,3024,3692,1494,1552,45,58098,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.02 - Gældsstyrelsen,Styrelse
39 - Erhvervss.kandidater,14.9,40113,0,8109,3927,1383,1658,1407,0,56597,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.02 - Gældsstyrelsen,Styrelse
44 - Ingeniører,8.0,39467,0,7667,3066,1342,625,792,0,52959,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.02 - Gældsstyrelsen,Styrelse
46 - Jurister/økonomer,313.3,39558,218,7852,3012,2138,524,1151,14,54467,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.02 - Gældsstyrelsen,Styrelse
49 - Magistre,63.3,36955,81,7319,3377,1610,463,657,0,50461,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.02 - Gældsstyrelsen,Styrelse
201 - Tjenestemænd,8.0,48913,0,9438,808,8840,0,4323,9,72332,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.02 - Gældsstyrelsen,Styrelse
238 - IT-medarbejdere,4.8,41063,0,7033,0,4435,0,1840,10,54380,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.02 - Gældsstyrelsen,Styrelse
240 - Kontorfunktionærer,917.2,30935,27,5133,37,1471,170,759,99,38631,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.02 - Gældsstyrelsen,Styrelse
243 - Tjenestemænd,93.0,38845,214,6784,133,2524,23,1032,190,49745,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.02 - Gældsstyrelsen,Styrelse
257 - Fuldmægtige m.fl.,113.3,39025,185,8027,1165,1856,253,1155,179,51845,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.02 - Gældsstyrelsen,Styrelse
22 - Civiløkonomer,32.5,36980,0,7332,4303,1907,0,1102,21,51644,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.03 - Vurderingsstyrelsen,Styrelse
36 - Bygningskonstruktør,5.0,30061,0,6297,4587,2502,0,333,0,43781,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.03 - Vurderingsstyrelsen,Styrelse
39 - Erhvervss.kandidater,13.8,38382,0,7666,3007,1926,1147,786,0,52913,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.03 - Vurderingsstyrelsen,Styrelse
44 - Ingeniører,13.9,40964,0,8040,2463,3069,0,720,31,55287,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.03 - Vurderingsstyrelsen,Styrelse
46 - Jurister/økonomer,317.9,40435,43,8145,2643,2803,1072,987,11,56138,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.03 - Vurderingsstyrelsen,Styrelse
49 - Magistre,107.7,39460,0,7695,2302,2238,431,855,4,52984,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.03 - Vurderingsstyrelsen,Styrelse
85 - Landinspektører,5.0,39782,0,7531,1502,2004,0,917,0,51736,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.03 - Vurderingsstyrelsen,Styrelse
86 - Jordbrugsakademikere,12.5,48867,0,9919,94,4017,1205,1968,119,66188,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.03 - Vurderingsstyrelsen,Styrelse
201 - Tjenestemænd,7.0,50445,0,9792,73,10826,0,2381,5,73522,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.03 - Vurderingsstyrelsen,Styrelse
240 - Kontorfunktionærer,607.0,31836,0,5373,64,2518,126,530,77,40525,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.03 - Vurderingsstyrelsen,Styrelse
243 - Tjenestemænd,38.1,39830,0,6929,181,2732,0,874,138,50684,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.03 - Vurderingsstyrelsen,Styrelse
257 - Fuldmægtige m.fl.,58.0,38804,0,7942,1106,2428,86,956,91,51414,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.03 - Vurderingsstyrelsen,Styrelse
22 - Civiløkonomer,5.0,39454,0,7752,3205,2348,0,1417,0,54176,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.04 - Toldstyrelsen,Styrelse
39 - Erhvervss.kandidater,16.0,41171,390,7870,2573,1424,0,1276,0,54704,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.04 - Toldstyrelsen,Styrelse
46 - Jurister/økonomer,166.6,42666,139,8379,2134,2607,813,1188,17,57943,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.04 - Toldstyrelsen,Styrelse
49 - Magistre,52.1,38733,0,7618,3095,1823,261,985,0,52515,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.04 - Toldstyrelsen,Styrelse
201 - Tjenestemænd,5.0,48283,0,8976,89,7558,617,3392,110,69025,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.04 - Toldstyrelsen,Styrelse
238 - IT-medarbejdere,11.6,31990,2254,5811,23,3216,0,829,105,44229,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.04 - Toldstyrelsen,Styrelse
240 - Kontorfunktionærer,394.2,31936,37,5308,277,1841,70,804,1124,41397,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.04 - Toldstyrelsen,Styrelse
243 - Tjenestemænd,124.5,39034,79,6753,615,1902,183,957,1152,50675,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.04 - Toldstyrelsen,Styrelse
257 - Fuldmægtige m.fl.,68.3,38864,0,7963,1503,2221,134,991,1393,53069,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.04 - Toldstyrelsen,Styrelse
22 - Civiløkonomer,18.3,41460,0,8200,2080,2516,1281,1286,33,56857,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.05 - Motorstyrelsen,Styrelse
46 - Jurister/økonomer,94.1,38736,79,7492,2943,1400,374,984,0,52008,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.05 - Motorstyrelsen,Styrelse
49 - Magistre,15.0,38918,0,7427,3048,1128,0,417,0,50938,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.05 - Motorstyrelsen,Styrelse
240 - Kontorfunktionærer,252.3,30154,0,4917,92,1405,8,721,123,37419,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.05 - Motorstyrelsen,Styrelse
243 - Tjenestemænd,19.8,35151,0,6178,289,2502,74,1118,108,45420,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.05 - Motorstyrelsen,Styrelse
257 - Fuldmægtige m.fl.,25.7,39034,0,8032,1511,1577,0,1588,168,51911,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.05 - Motorstyrelsen,Styrelse
22 - Civiløkonomer,68.9,47774,117,9922,837,6783,1452,1761,79,68725,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
38 - Bibliotekarer,14.9,42078,0,8413,2265,3450,842,1261,29,58339,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
39 - Erhvervss.kandidater,35.3,43433,0,8675,1350,3967,284,1170,14,58893,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
43 - Arkitekter,5.1,47395,793,8859,0,1541,938,984,0,60510,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
44 - Ingeniører,222.2,46607,80,9594,802,6860,741,1284,45,66012,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
46 - Jurister/økonomer,537.8,46073,149,9496,956,5624,1536,1614,16,65465,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
49 - Magistre,356.0,42640,56,8619,1614,4727,638,1191,14,59499,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
86 - Jordbrugsakademikere,5.1,45710,896,10315,1322,9364,2200,2050,111,71969,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
172 - Lærlinge og elever,4.0,21902,0,3569,0,0,0,0,6,25476,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
201 - Tjenestemænd,5.0,52320,0,12011,469,18730,2453,5333,404,91719,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
238 - IT-medarbejdere,468.1,41693,235,7650,87,7471,235,1093,103,58568,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
240 - Kontorfunktionærer,119.3,38034,73,6805,41,5570,308,1223,48,52102,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
243 - Tjenestemænd,57.9,44366,434,7888,252,2891,112,1569,182,57694,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
257 - Fuldmægtige m.fl.,15.0,44291,0,9125,43,4661,0,1278,92,59489,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
22 - Civiløkonomer,18.9,43766,0,8597,1696,3008,1093,1634,0,59794,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
39 - Erhvervss.kandidater,10.3,40334,0,7710,3272,1202,0,1333,0,53852,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
43 - Arkitekter,7.0,39728,0,7727,2567,2424,0,357,0,52804,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
44 - Ingeniører,4.0,43503,0,8118,1072,2032,0,1042,0,55766,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
46 - Jurister/økonomer,109.5,42548,182,8515,1971,3154,527,1297,0,58193,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
49 - Magistre,43.2,40676,0,7910,2320,2320,382,938,11,54557,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
240 - Kontorfunktionærer,164.1,33198,32,5664,37,2868,206,853,39,42897,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
243 - Tjenestemænd,18.6,41204,0,7038,287,1824,79,1253,93,51779,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
257 - Fuldmægtige m.fl.,8.0,43134,0,8690,588,2823,177,1198,10,56620,"2024, 3. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
46 - Jurister/økonomer,50.0,41921,0,8428,2101,3065,973,1476,0,57965,"2024, 3. kvt.",§9 - Skatteministeriet,§9.41.01 - Spillemyndigheden,Andet
49 - Magistre,11.1,39286,0,7520,2171,1693,376,1237,0,52283,"2024, 3. kvt.",§9 - Skatteministeriet,§9.41.01 - Spillemyndigheden,Andet
238 - IT-medarbejdere,3.1,37136,1645,6838,0,2186,3343,670,10,51827,"2024, 3. kvt.",§9 - Skatteministeriet,§9.41.01 - Spillemyndigheden,Andet
240 - Kontorfunktionærer,35.7,32881,0,5228,26,794,146,549,138,39761,"2024, 3. kvt.",§9 - Skatteministeriet,§9.41.01 - Spillemyndigheden,Andet
243 - Tjenestemænd,7.0,43845,0,7507,50,1870,0,595,87,53954,"2024, 3. kvt.",§9 - Skatteministeriet,§9.41.01 - Spillemyndigheden,Andet
257 - Fuldmægtige m.fl.,5.0,42220,0,8124,0,1213,0,1000,21,52578,"2024, 3. kvt.",§9 - Skatteministeriet,§9.41.01 - Spillemyndigheden,Andet
46 - Jurister/økonomer,49.9,45832,0,9482,2011,4518,2309,4039,11,68202,"2024, 4. kvt.",§10 - Økonomiministeriet,§10.11.01 - Departementet,Departement
240 - Kontorfunktionærer,11.5,27178,0,4370,15,2579,0,616,13,34772,"2024, 4. kvt.",§10 - Økonomiministeriet,§10.11.01 - Departementet,Departement
46 - Jurister/økonomer,22.2,48314,0,10365,4859,4519,1037,1698,0,70792,"2024, 4. kvt.",§10 - Økonomiministeriet,§10.11.09 - De Økonomiske Råd,Andet
46 - Jurister/økonomer,229.7,41413,0,9119,3049,4305,3239,507,0,61631,"2024, 4. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
49 - Magistre,10.0,47244,0,11697,1508,8110,9820,1351,0,79731,"2024, 4. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
93 - Særligt aflønnede,13.0,21702,0,2013,0,0,0,321,0,24036,"2024, 4. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
201 - Tjenestemænd,4.0,59308,0,15905,34063,0,4730,417,208,114630,"2024, 4. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
240 - Kontorfunktionærer,43.8,26922,0,4450,474,1830,373,147,41,34238,"2024, 4. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,93.4,35837,36,7300,3076,2622,490,78,3,49442,"2024, 4. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
240 - Kontorfunktionærer,45.2,27672,0,4587,25,1835,0,28,83,34230,"2024, 4. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
