Personalekategori,Stilling,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
46 - Jurister/økonomer,Specialkonsulent,8.7,46146,0,8733,0,3720,0,115,0,58714,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.44.02 - Danmarks Innovationsfonds sekretariat,Andet
49 - Magistre,Fuldmægtig,7.9,34789,0,7236,4844,2810,0,413,0,50092,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.44.02 - Danmarks Innovationsfonds sekretariat,Andet
49 - Magistre,Specialkonsulent,5.0,46146,0,8614,0,3067,0,450,0,58277,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.44.02 - Danmarks Innovationsfonds sekretariat,Andet
240 - Kontorfunktionærer,Kontorfunktionær,7.8,30274,0,4911,33,5815,0,160,47,41240,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.44.02 - Danmarks Innovationsfonds sekretariat,Andet
46 - Jurister/økonomer,Afdelingschef,4.0,81593,0,18597,3091,2942,19973,7431,0,133626,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
46 - Jurister/økonomer,Chefkonsulent,38.8,49498,205,9630,0,5367,90,1879,0,66668,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
46 - Jurister/økonomer,Fuldmægtig,64.7,32008,0,6508,4240,1781,0,715,7,45260,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
46 - Jurister/økonomer,Kontorchef,15.0,54722,0,13548,12498,614,10233,5333,0,96948,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
46 - Jurister/økonomer,Specialkonsulent,39.7,46146,0,8533,21,2407,160,1155,25,58448,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
46 - Jurister/økonomer,Studentermedhjælper,3.9,25092,0,3331,0,0,0,0,0,28424,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
49 - Magistre,Chefkonsulent,4.0,49671,0,9775,0,6332,0,1771,0,67548,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
49 - Magistre,Fuldmægtig,14.9,33453,0,6850,4011,2098,0,419,0,46831,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
49 - Magistre,Specialkonsulent,8.0,46146,0,8655,0,1869,1442,1406,0,59519,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
240 - Kontorfunktionærer,Kontorelev,8.0,19041,0,1907,0,0,0,0,0,20948,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
240 - Kontorfunktionærer,Kontorfunktionær,9.9,31877,0,5869,1639,4029,0,126,0,43541,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
240 - Kontorfunktionærer,Studentermedhjælper,3.5,20609,0,2358,0,0,0,0,0,22966,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
46 - Jurister/økonomer,Bachelorfuldmægtig,3.9,25656,0,4547,3020,0,0,107,0,33330,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
46 - Jurister/økonomer,Chefkons. m. personaleledelse,25.8,52706,0,10040,60,4779,0,2233,21,69838,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
46 - Jurister/økonomer,Chefkonsulent,28.2,49670,0,9689,60,5305,431,1361,34,66551,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
46 - Jurister/økonomer,Fuldmægtig,100.6,32053,0,6525,4376,1416,10,342,0,44723,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
46 - Jurister/økonomer,Kontorchef,12.0,54722,0,13162,11061,0,10031,4549,0,93524,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
46 - Jurister/økonomer,Specialkonsulent,33.4,46146,0,8400,24,1756,0,399,15,56741,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
49 - Magistre,Chefkons. m. personaleledelse,7.4,52706,0,10699,0,4584,0,2664,0,70653,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
49 - Magistre,Chefkonsulent,5.4,50237,0,9800,136,5713,0,934,80,66901,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
49 - Magistre,Fuldmægtig,49.3,32376,0,6559,4360,1333,0,178,0,44805,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
49 - Magistre,Specialkonsulent,27.9,46146,0,8559,24,2710,0,483,30,57953,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
93 - Særligt aflønnede,Pædagogisk Konsulent,4.0,43964,0,8975,4720,425,0,458,37,58579,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
118 - Konsulenter,Pædagogisk Konsulent,56.3,43998,0,8218,1057,2487,41,262,61,56124,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
240 - Kontorfunktionærer,Ekspeditionssekretær,18.0,33260,0,5929,52,4647,116,472,48,44524,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
240 - Kontorfunktionærer,Fuldmægtig,9.8,35143,0,6476,62,5700,917,409,292,48999,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
240 - Kontorfunktionærer,Kontorfuldmægtig,13.7,31011,0,5281,37,3383,117,194,43,40067,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
240 - Kontorfunktionærer,Kontorfunktionær,10.9,29998,316,4524,0,1915,0,266,37,37056,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
240 - Kontorfunktionærer,Studentermedhjælper,12.1,20811,0,2190,0,62,0,0,0,23062,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
44 - Ingeniører,Fuldmægtig,6.0,31318,0,6646,1967,4952,0,139,0,45021,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
44 - Ingeniører,Specialkonsulent,6.9,46147,0,8778,0,3298,705,0,0,58927,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
46 - Jurister/økonomer,Chefkonsulent,24.4,49451,267,10138,95,8258,49,682,70,69011,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
46 - Jurister/økonomer,Fuldmægtig,50.1,33824,0,7017,4451,2777,0,358,0,48427,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
46 - Jurister/økonomer,Kontorchef,7.0,54722,0,13202,4397,6594,10333,4702,0,93950,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
46 - Jurister/økonomer,Specialkonsulent,28.0,46146,0,8514,15,2171,0,537,17,57399,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
49 - Magistre,Chefkonsulent,12.7,49459,254,10256,107,8972,0,888,45,69981,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
49 - Magistre,Fuldmægtig,35.4,33886,0,7191,4143,3811,61,600,0,49691,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
49 - Magistre,IT-Konsulent,3.3,31523,0,6727,0,7070,0,0,0,45319,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
49 - Magistre,Konsulent,4.9,35570,0,7732,86,8368,0,685,101,52543,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
49 - Magistre,Kontorchef,4.0,54374,0,12828,5278,7069,7137,5521,0,92207,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
49 - Magistre,Specialkonsulent,26.1,46146,0,8903,27,4722,95,862,36,60791,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
65 - Læreruddannede,Vejleder,7.4,37856,0,8166,2449,6294,0,450,46,55261,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
239 - IT-medarbejdere,IT-Medarbejder,28.8,32457,0,6325,751,6874,31,275,39,46752,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
239 - IT-medarbejdere,Specialkonsulent,5.0,34258,0,8247,0,18681,0,500,0,61687,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
239 - IT-medarbejdere,Systemadministrator,4.0,32949,0,7235,189,12737,0,0,100,53210,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
240 - Kontorfunktionærer,Kontorfunktionær,4.0,31410,0,5189,85,3802,0,0,43,40530,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
240 - Kontorfunktionærer,Studentermedhjælper,3.8,21646,0,2631,0,179,0,220,0,24677,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
46 - Jurister/økonomer,Fuldmægtig,4.0,35061,0,6887,4288,921,0,292,0,47449,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.43 - Danmarks Evalueringsinstitut,Andet
46 - Jurister/økonomer,Specialkonsulent,4.8,44850,1296,8282,0,1162,0,762,0,56352,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.43 - Danmarks Evalueringsinstitut,Andet
49 - Magistre,Chefkonsulent,9.4,49667,0,9311,34,3630,0,515,48,63204,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.43 - Danmarks Evalueringsinstitut,Andet
49 - Magistre,Fuldmægtig,15.0,34029,0,6763,3924,1493,0,233,0,46442,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.43 - Danmarks Evalueringsinstitut,Andet
49 - Magistre,Specialkonsulent,8.9,46146,0,8383,0,1701,0,0,0,56231,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.43 - Danmarks Evalueringsinstitut,Andet
49 - Magistre,Pædagogisk Konsulent,3.9,33920,0,6807,4896,1108,0,0,0,46731,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.44 - Dansk Center for Undervisningsmiljø,Andet
237 - Lærere m.fl. grundskoler,Lærer,11.7,35330,0,7445,2113,4877,0,0,0,49765,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.22.22 - Kommunale bidrag vedrørende frie grundskoler og efterskoler,Andet
22 - Civiløkonomer,Civiløkonom,3.8,33960,0,7643,3025,6566,1627,0,215,53034,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
22 - Civiløkonomer,Controller,9.2,33960,0,7631,4114,6438,0,122,37,52302,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
36 - Bygningskonstruktør,Bygningskonstruktør,9.0,33960,0,7711,0,9357,621,398,1,52048,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
38 - Bibliotekarer,Bibliotekar,13.7,34532,0,7268,2688,4257,99,136,89,49070,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
39 - Erhvervss.kandidater,Kommunikationsmedarbejder,6.0,34886,0,6894,4459,1013,0,500,0,47752,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
39 - Erhvervss.kandidater,Lektor,12.3,35181,492,8054,7338,1340,0,0,0,52405,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
43 - Arkitekter,Lektor,20.9,35571,0,8020,7280,2428,389,70,86,53844,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
44 - Ingeniører,Adjunkt,18.6,33706,0,7365,5787,1966,0,71,4,48899,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
44 - Ingeniører,Adjunkt/lektor,5.8,35571,0,7872,6811,2458,0,110,92,52914,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
44 - Ingeniører,Civilingeniør,11.4,35931,0,8030,7250,2054,537,150,83,54035,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
44 - Ingeniører,Gymnasielærer,18.8,35296,0,7837,7165,1179,1019,0,23,52519,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
44 - Ingeniører,Ingeniør,11.9,34886,846,8000,7170,2327,554,152,120,54055,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
44 - Ingeniører,Konsulent,4.0,36620,0,6885,2627,537,0,0,113,46782,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
44 - Ingeniører,Lektor,284.8,35500,130,8201,7689,3108,233,98,81,55040,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
44 - Ingeniører,Teknikumingeniør,10.1,35052,689,8111,8454,3408,95,320,97,56225,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
44 - Ingeniører,Underviser,3.8,34696,0,7265,6416,158,0,0,88,48624,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,AC-medarbejder,3.8,35035,0,7186,5046,3222,45,189,0,50723,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,Adjunkt,83.1,32705,236,7047,5149,874,109,73,12,46205,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,Adjunkt/lektor,8.8,35571,0,7728,6023,2416,0,0,54,51792,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,Bachelor,4.2,32719,0,6974,5550,1290,83,10,39,46664,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,Chefkonsulent,6.6,48662,0,10216,3233,5908,941,316,0,69276,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,Controller,18.7,34893,0,7204,3478,3264,0,22,0,48860,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,Fuldmægtig,12.0,32403,0,6695,4364,1859,542,52,0,45916,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,HR-Konsulent,4.8,34723,0,7383,3927,4004,361,0,85,50482,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,Jurist,9.7,35872,0,7489,2258,3931,1300,60,0,50911,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,Konsulent,4.0,31301,0,6318,3119,2051,0,0,0,42789,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,Lektor,804.9,35285,414,8099,7472,2673,170,96,61,54271,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,Projektkoordinator,3.8,33897,0,7312,5288,3366,417,0,0,50280,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,Projektleder,10.0,36789,0,7434,2476,3350,308,0,0,50356,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,Specialkonsulent,14.2,47584,0,8845,31,2642,275,47,36,59459,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,Udviklingskonsulent,5.0,38525,0,7481,1167,1870,1346,0,0,50389,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
46 - Jurister/økonomer,Underviser,9.6,35571,0,7419,3953,2494,218,0,82,49736,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,Adjunkt,7.9,32913,0,6714,4848,326,78,11,0,44889,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,Bachelor,5.3,30753,0,6616,4946,2391,206,0,0,44913,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,Chefkonsulent,4.0,51090,0,10074,0,6358,307,0,0,67830,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,Fuldmægtig,17.3,34774,0,7222,4975,1811,658,72,24,49537,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,Kommunikationskonsulent,12.2,33919,0,6778,1657,3105,353,246,0,46058,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,Kommunikationsmedarbejder,11.3,33125,0,6625,2190,2818,0,118,0,44876,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,Konsulent,16.7,36092,0,7754,1959,6467,172,150,597,53191,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,Lektor,14.9,35570,0,7829,7368,1187,442,0,0,52397,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,Magister,19.8,35467,0,7501,1229,5176,147,113,30,49663,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,Marketingmedarbejder,3.1,33134,0,6121,1221,869,945,0,2,42291,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,Projektkoordinator,5.0,37686,0,8643,1250,8892,1874,500,197,59043,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,Projektleder,6.2,34521,0,7333,4426,2658,1215,0,73,50226,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,Projektmedarbejder,4.0,35061,0,7225,5061,2333,0,0,0,49679,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,Psykolog,9.8,32460,0,6328,0,3325,0,0,0,42112,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,Specialkonsulent,10.9,46550,0,8587,0,2188,314,267,0,57906,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,Studievejleder,7.9,33732,0,7125,3048,3822,704,0,0,48431,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,Udviklingskonsulent,8.8,33304,0,6607,662,3664,0,185,23,44444,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,Underviser,12.6,34706,0,7614,3133,4512,42,0,24,50031,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
49 - Magistre,Vejleder,8.9,34881,0,7503,1729,6356,64,47,0,50581,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
60 - Journalister,Journalist,6.5,32712,0,7571,208,7804,688,0,0,48983,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
60 - Journalister,Kommunikationsmedarbejder,5.5,32886,0,6849,269,4136,146,105,0,44391,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
62 - Lærere AMU m.v.,Chefkonsulent,4.0,30489,0,7693,3367,7184,0,0,3,48736,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
62 - Lærere AMU m.v.,Faglærer,303.3,30907,16,7072,4309,1811,630,86,247,45078,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
